  hr_timesheets  ·  887 lignes  ·  12 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
TS000722,EMP0130,PRJ0055,2021-03-23,30,26.5,0,Yes,Draft,EMP0130,EMP0098,Overtime due to deadline
TS000723,EMP0130,PRJ0055,2021-08-17,30,32.6,2.6,Yes,Submitted,EMP0130,EMP0140,
TS000724,EMP0024,PRJ0012,2024-04-07,30,30.5,0.5,Yes,Approved,EMP0024,EMP0096,
TS000725,EMP0024,PRJ0012,2024-03-27,30,31.8,1.8,Yes,Approved,EMP0024,EMP0101,Client meeting
TS000726,EMP0024,PRJ0012,2024-03-27,30,28.2,0,No,Approved,EMP0024,EMP0089,
TS000727,EMP0042,PRJ0007,2024-11-08,40,49.7,9.7,Yes,Approved,EMP0042,EMP0065,
TS000728,EMP0042,PRJ0007,2024-08-24,40,33.5,0,Yes,Submitted,EMP0042,EMP0014,Client meeting
TS000729,EMP0042,PRJ0007,2024-11-21,40,38.6,0,Yes,Approved,EMP0042,EMP0051,On-site work
TS000730,EMP0079,PRJ0052,2023-10-30,40,38.2,0,No,Approved,EMP0079,EMP0061,
TS000731,EMP0079,PRJ0052,2023-09-08,40,30.6,0,Yes,Approved,EMP0079,EMP0079,On-site work
TS000732,EMP0079,PRJ0052,2023-08-06,40,31.2,0,Yes,Approved,EMP0079,EMP0081,Overtime due to deadline
TS000733,EMP0101,PRJ0022,2021-12-07,20,22.3,2.3,Yes,Submitted,EMP0101,EMP0112,
TS000734,EMP0101,PRJ0022,2022-03-15,20,20.1,0.1,Yes,Submitted,EMP0101,EMP0123,Overtime due to deadline
TS000735,EMP0101,PRJ0022,2022-04-28,20,18.4,0,Yes,Approved,EMP0101,EMP0021,
TS000736,EMP0007,PRJ0020,2023-11-15,20,22,2,No,Submitted,EMP0007,EMP0051,
TS000737,EMP0007,PRJ0020,2023-10-30,20,20.9,0.9,Yes,Approved,EMP0007,EMP0130,On-site work
TS000738,EMP0007,PRJ0020,2023-08-01,20,19.2,0,No,Approved,EMP0007,EMP0055,
TS000739,EMP0117,PRJ0049,2022-01-29,20,19.6,0,Yes,Approved,EMP0117,EMP0039,
TS000740,EMP0117,PRJ0049,2021-12-19,20,26.3,6.3,Yes,Submitted,EMP0117,EMP0075,
TS000741,EMP0117,PRJ0049,2022-01-06,20,18.7,0,Yes,Approved,EMP0117,EMP0062,Client meeting
TS000742,EMP0006,PRJ0025,2024-02-05,10,10,0,Yes,Approved,EMP0006,EMP0115,
TS000743,EMP0006,PRJ0025,2023-12-02,10,8.2,0,No,Approved,EMP0006,EMP0124,
TS000744,EMP0006,PRJ0025,2023-11-15,10,9.2,0,Yes,Approved,EMP0006,EMP0017,
TS000745,EMP0002,PRJ0060,2022-09-30,30,30.7,0.7,Yes,Submitted,EMP0002,EMP0100,Overtime due to deadline
TS000746,EMP0002,PRJ0060,2022-11-12,30,36.7,6.7,No,Approved,EMP0002,EMP0083,
TS000747,EMP0002,PRJ0060,2022-12-16,30,27.6,0,Yes,Approved,EMP0002,EMP0146,
TS000748,EMP0031,PRJ0050,2022-11-16,40,36.4,0,Yes,Approved,EMP0031,EMP0020,Client meeting
TS000749,EMP0031,PRJ0050,2022-09-13,40,30.7,0,Yes,Approved,EMP0031,EMP0089,Overtime due to deadline
TS000750,EMP0031,PRJ0050,2023-01-09,40,49.2,9.2,No,Approved,EMP0031,EMP0036,Overtime due to deadline
TS000751,EMP0085,PRJ0006,2024-08-09,40,40.9,0.9,Yes,Approved,EMP0085,EMP0041,
TS000752,EMP0085,PRJ0006,2024-11-29,40,47.2,7.2,Yes,Approved,EMP0085,EMP0059,Overtime due to deadline
TS000753,EMP0085,PRJ0006,2024-09-20,40,38.7,0,Yes,Approved,EMP0085,EMP0042,On-site work
TS000754,EMP0047,PRJ0045,2022-10-08,20,16.6,0,Yes,Approved,EMP0047,EMP0147,Client meeting
TS000755,EMP0047,PRJ0045,2022-08-05,20,22.4,2.4,No,Approved,EMP0047,EMP0043,
TS000756,EMP0047,PRJ0045,2022-08-10,20,22.7,2.7,Yes,Approved,EMP0047,EMP0145,On-site work
TS000757,EMP0009,PRJ0024,2023-01-14,40,47,7,No,Draft,EMP0009,EMP0056,Overtime due to deadline
TS000758,EMP0009,PRJ0024,2023-03-30,40,33.3,0,No,Submitted,EMP0009,EMP0044,
TS000759,EMP0009,PRJ0024,2023-04-28,40,37.2,0,Yes,Submitted,EMP0009,EMP0131,
TS000760,EMP0060,PRJ0053,2023-04-09,10,10.4,0.4,Yes,Approved,EMP0060,EMP0117,Client meeting
TS000761,EMP0060,PRJ0053,2023-11-12,10,11.3,1.3,Yes,Approved,EMP0060,EMP0134,Client meeting
TS000762,EMP0060,PRJ0053,2023-08-16,10,10.6,0.6,No,Approved,EMP0060,EMP0046,Overtime due to deadline
TS000763,EMP0132,PRJ0052,2024-02-12,30,22.5,0,Yes,Submitted,EMP0132,EMP0024,Overtime due to deadline
TS000764,EMP0132,PRJ0052,2024-02-18,30,24.6,0,Yes,Approved,EMP0132,EMP0001,On-site work
TS000765,EMP0132,PRJ0052,2024-02-17,30,25.7,0,No,Approved,EMP0132,EMP0110,
TS000766,EMP0044,PRJ0039,2022-07-20,40,42.6,2.6,No,Approved,EMP0044,EMP0148,
TS000767,EMP0044,PRJ0039,2022-06-21,40,44.6,4.6,Yes,Submitted,EMP0044,EMP0073,Client meeting
TS000768,EMP0044,PRJ0039,2022-06-13,40,45.1,5.1,Yes,Approved,EMP0044,EMP0002,Client meeting
TS000769,EMP0009,PRJ0012,2023-05-31,30,30.4,0.4,Yes,Approved,EMP0009,EMP0081,Overtime due to deadline
TS000770,EMP0009,PRJ0012,2023-04-20,30,30.4,0.4,Yes,Approved,EMP0009,EMP0150,
TS000771,EMP0009,PRJ0012,2023-03-25,30,32.9,2.9,Yes,Approved,EMP0009,EMP0102,
TS000772,EMP0144,PRJ0052,2022-12-08,30,26.3,0,Yes,Approved,EMP0144,EMP0046,
TS000773,EMP0144,PRJ0052,2022-12-27,30,26.8,0,Yes,Approved,EMP0144,EMP0102,On-site work
TS000774,EMP0144,PRJ0052,2022-11-03,30,28.8,0,No,Approved,EMP0144,EMP0059,Overtime due to deadline
TS000775,EMP0041,PRJ0054,2021-06-09,30,34.3,4.3,No,Submitted,EMP0041,EMP0014,
TS000776,EMP0041,PRJ0054,2021-10-04,30,33.2,3.2,No,Approved,EMP0041,EMP0024,
TS000777,EMP0041,PRJ0054,2021-11-15,30,34.3,4.3,Yes,Approved,EMP0041,EMP0021,Client meeting
TS000778,EMP0116,PRJ0060,2022-01-04,10,9.3,0,Yes,Draft,EMP0116,EMP0103,Client meeting
TS000779,EMP0116,PRJ0060,2022-03-24,10,7.7,0,Yes,Draft,EMP0116,EMP0045,On-site work
TS000780,EMP0116,PRJ0060,2022-03-04,10,9.7,0,Yes,Approved,EMP0116,EMP0133,
TS000781,EMP0130,PRJ0043,2024-11-23,40,47.9,7.9,Yes,Approved,EMP0130,EMP0044,On-site work
TS000782,EMP0130,PRJ0043,2024-11-13,40,41.7,1.7,Yes,Approved,EMP0130,EMP0041,
TS000783,EMP0130,PRJ0043,2024-11-28,40,41,1,Yes,Approved,EMP0130,EMP0133,
TS000784,EMP0062,PRJ0016,2024-11-30,20,17.2,0,Yes,Draft,EMP0062,EMP0141,
TS000785,EMP0062,PRJ0016,2024-11-28,20,23.2,3.2,Yes,Draft,EMP0062,EMP0071,
TS000786,EMP0062,PRJ0016,2024-11-13,20,14.2,0,No,Approved,EMP0062,EMP0104,Client meeting
TS000787,EMP0008,PRJ0055,2024-07-18,20,19.8,0,Yes,Approved,EMP0008,EMP0076,
TS000788,EMP0008,PRJ0055,2024-08-01,20,23.1,3.1,No,Draft,EMP0008,EMP0138,Client meeting
TS000789,EMP0008,PRJ0055,2024-08-19,20,17.3,0,Yes,Submitted,EMP0008,EMP0087,Overtime due to deadline
TS000790,EMP0053,PRJ0004,2021-07-01,10,6.3,0,Yes,Approved,EMP0053,EMP0008,Overtime due to deadline
TS000791,EMP0053,PRJ0004,2021-02-06,10,9.9,0,No,Approved,EMP0053,EMP0059,
TS000792,EMP0053,PRJ0004,2021-04-23,10,11.5,1.5,No,Approved,EMP0053,EMP0003,On-site work
TS000793,EMP0022,PRJ0039,2023-07-27,40,39.6,0,Yes,Submitted,EMP0022,EMP0088,
TS000794,EMP0022,PRJ0039,2023-05-16,40,44.9,4.9,No,Approved,EMP0022,EMP0091,
TS000795,EMP0022,PRJ0039,2023-08-11,40,36.6,0,Yes,Draft,EMP0022,EMP0049,Overtime due to deadline
TS000796,EMP0049,PRJ0009,2024-11-08,10,9.6,0,Yes,Submitted,EMP0049,EMP0068,
TS000797,EMP0049,PRJ0009,2024-07-01,10,10.3,0.3,Yes,Approved,EMP0049,EMP0028,
TS000798,EMP0049,PRJ0009,2024-05-24,10,11.1,1.1,Yes,Approved,EMP0049,EMP0002,Client meeting
TS000799,EMP0106,PRJ0009,2021-06-15,40,43.3,3.3,Yes,Submitted,EMP0106,EMP0148,
TS000800,EMP0106,PRJ0009,2022-01-31,40,35.3,0,Yes,Submitted,EMP0106,EMP0131,
TS000801,EMP0106,PRJ0009,2021-12-14,40,41.4,1.4,Yes,Submitted,EMP0106,EMP0123,Client meeting
TS000802,EMP0122,PRJ0018,2024-02-24,40,47.7,7.7,Yes,Approved,EMP0122,EMP0045,Overtime due to deadline
TS000803,EMP0122,PRJ0018,2024-03-17,40,37.9,0,Yes,Approved,EMP0122,EMP0054,Overtime due to deadline
TS000804,EMP0122,PRJ0018,2024-03-12,40,33.7,0,Yes,Approved,EMP0122,EMP0067,
TS000805,EMP0128,PRJ0019,2024-07-10,20,19.8,0,No,Approved,EMP0128,EMP0048,Overtime due to deadline
TS000806,EMP0128,PRJ0019,2024-05-08,20,22.4,2.4,Yes,Submitted,EMP0128,EMP0096,
TS000807,EMP0128,PRJ0019,2024-04-26,20,19.7,0,Yes,Approved,EMP0128,EMP0059,
TS000808,EMP0005,PRJ0014,2023-09-13,20,21.9,1.9,No,Approved,EMP0005,EMP0098,
TS000809,EMP0005,PRJ0014,2023-07-11,20,21.5,1.5,Yes,Approved,EMP0005,EMP0108,Overtime due to deadline
TS000810,EMP0005,PRJ0014,2023-07-05,20,15.3,0,No,Submitted,EMP0005,EMP0133,Client meeting
TS000811,EMP0110,PRJ0043,2024-12-21,20,20.6,0.6,Yes,Approved,EMP0110,EMP0102,
TS000812,EMP0110,PRJ0043,2024-12-18,20,17.5,0,Yes,Submitted,EMP0110,EMP0122,On-site work
TS000813,EMP0131,PRJ0030,2021-09-20,40,34.9,0,Yes,Approved,EMP0131,EMP0066,
TS000814,EMP0131,PRJ0030,2021-09-01,40,41.7,1.7,Yes,Approved,EMP0131,EMP0051,Client meeting
TS000815,EMP0131,PRJ0030,2022-01-21,40,35.6,0,No,Approved,EMP0131,EMP0084,On-site work
TS000816,EMP0129,PRJ0017,2021-03-14,20,17,0,Yes,Submitted,EMP0129,EMP0021,Overtime due to deadline
TS000817,EMP0129,PRJ0017,2021-03-21,20,19,0,Yes,Approved,EMP0129,EMP0087,Overtime due to deadline
TS000818,EMP0129,PRJ0017,2021-03-22,20,24.1,4.1,Yes,Approved,EMP0129,EMP0019,
TS000819,EMP0137,PRJ0041,2024-04-26,30,27.8,0,Yes,Submitted,EMP0137,EMP0102,
TS000820,EMP0137,PRJ0041,2024-09-18,30,33.2,3.2,No,Draft,EMP0137,EMP0134,Overtime due to deadline
TS000821,EMP0137,PRJ0041,2024-09-02,30,34.4,4.4,Yes,Approved,EMP0137,EMP0065,On-site work
TS000822,EMP0084,PRJ0012,2022-07-15,40,50.2,10.2,Yes,Approved,EMP0084,EMP0102,
TS000823,EMP0084,PRJ0012,2022-02-10,40,51.3,11.3,Yes,Approved,EMP0084,EMP0102,Client meeting
TS000824,EMP0084,PRJ0012,2022-07-31,40,44.8,4.8,No,Approved,EMP0084,EMP0040,
TS000825,EMP0041,PRJ0030,2022-08-02,10,11.4,1.4,Yes,Submitted,EMP0041,EMP0114,On-site work
TS000826,EMP0041,PRJ0030,2022-07-17,10,9.4,0,Yes,Submitted,EMP0041,EMP0008,
TS000827,EMP0041,PRJ0030,2022-08-03,10,7.9,0,No,Approved,EMP0041,EMP0139,
TS000828,EMP0063,PRJ0057,2023-01-13,10,12.6,2.6,Yes,Draft,EMP0063,EMP0139,
TS000829,EMP0063,PRJ0057,2023-01-24,10,8.3,0,Yes,Approved,EMP0063,EMP0135,On-site work
TS000830,EMP0063,PRJ0057,2023-02-05,10,8.8,0,Yes,Draft,EMP0063,EMP0124,Client meeting
TS000831,EMP0144,PRJ0051,2024-02-29,40,42.2,2.2,Yes,Approved,EMP0144,EMP0078,
TS000832,EMP0144,PRJ0051,2024-02-15,40,33.9,0,Yes,Submitted,EMP0144,EMP0035,
TS000833,EMP0144,PRJ0051,2024-03-04,40,39.2,0,No,Draft,EMP0144,EMP0123,
TS000834,EMP0061,PRJ0024,2021-07-05,10,10,0,No,Submitted,EMP0061,EMP0060,
TS000835,EMP0061,PRJ0024,2022-04-07,10,8.9,0,Yes,Approved,EMP0061,EMP0042,On-site work
TS000836,EMP0061,PRJ0024,2022-01-16,10,11.1,1.1,No,Approved,EMP0061,EMP0021,Overtime due to deadline
TS000837,EMP0069,PRJ0043,2024-12-04,40,29.3,0,Yes,Approved,EMP0069,EMP0070,
TS000838,EMP0069,PRJ0043,2024-12-23,40,38.9,0,No,Approved,EMP0069,EMP0018,
TS000839,EMP0069,PRJ0043,2024-11-27,40,37.9,0,Yes,Approved,EMP0069,EMP0126,
TS000840,EMP0087,PRJ0001,2021-03-03,40,48.3,8.3,Yes,Approved,EMP0087,EMP0137,
TS000841,EMP0087,PRJ0001,2021-02-22,40,44.8,4.8,Yes,Approved,EMP0087,EMP0003,
TS000842,EMP0087,PRJ0001,2021-02-16,40,39.2,0,Yes,Approved,EMP0087,EMP0088,Overtime due to deadline
TS000843,EMP0110,PRJ0018,2024-10-24,10,10.4,0.4,Yes,Approved,EMP0110,EMP0009,
TS000844,EMP0110,PRJ0018,2024-09-25,10,8.3,0,No,Draft,EMP0110,EMP0015,
TS000845,EMP0110,PRJ0018,2024-12-23,10,8.5,0,Yes,Submitted,EMP0110,EMP0065,Overtime due to deadline
TS000846,EMP0122,PRJ0043,2021-06-03,20,22.3,2.3,Yes,Submitted,EMP0122,EMP0064,Overtime due to deadline
TS000847,EMP0122,PRJ0043,2022-01-09,20,20.2,0.2,Yes,Submitted,EMP0122,EMP0025,Client meeting
TS000848,EMP0122,PRJ0043,2022-05-03,20,29.7,9.7,No,Approved,EMP0122,EMP0080,
TS000849,EMP0083,PRJ0015,2022-09-02,10,9.7,0,No,Approved,EMP0083,EMP0065,Overtime due to deadline
TS000850,EMP0083,PRJ0015,2022-09-20,10,9.7,0,Yes,Submitted,EMP0083,EMP0056,
TS000851,EMP0083,PRJ0015,2022-09-12,10,9.1,0,Yes,Approved,EMP0083,EMP0031,Overtime due to deadline
TS000852,EMP0084,PRJ0055,2023-02-13,30,27,0,Yes,Draft,EMP0084,EMP0149,On-site work
TS000853,EMP0084,PRJ0055,2023-01-03,30,29,0,No,Approved,EMP0084,EMP0128,
TS000854,EMP0084,PRJ0055,2023-01-30,30,27.6,0,Yes,Draft,EMP0084,EMP0016,
TS000855,EMP0067,PRJ0041,2021-06-02,20,17.1,0,No,Approved,EMP0067,EMP0060,
TS000856,EMP0067,PRJ0041,2021-07-23,20,16.3,0,No,Submitted,EMP0067,EMP0113,On-site work
TS000857,EMP0067,PRJ0041,2021-04-21,20,22.9,2.9,Yes,Approved,EMP0067,EMP0011,Overtime due to deadline
TS000858,EMP0048,PRJ0004,2021-10-16,10,10.2,0.2,Yes,Approved,EMP0048,EMP0126,
TS000859,EMP0048,PRJ0004,2021-11-01,10,10.5,0.5,Yes,Approved,EMP0048,EMP0142,
TS000860,EMP0048,PRJ0004,2021-08-29,10,11.3,1.3,Yes,Approved,EMP0048,EMP0068,Client meeting
TS000861,EMP0059,PRJ0060,2021-09-06,20,15,0,Yes,Submitted,EMP0059,EMP0005,Client meeting
TS000862,EMP0059,PRJ0060,2021-09-05,20,21.5,1.5,No,Approved,EMP0059,EMP0017,On-site work
TS000863,EMP0059,PRJ0060,2021-12-03,20,20.8,0.8,Yes,Submitted,EMP0059,EMP0040,Client meeting
TS000864,EMP0090,PRJ0013,2022-01-07,40,36.5,0,Yes,Approved,EMP0090,EMP0029,
TS000865,EMP0090,PRJ0013,2022-05-10,40,39,0,No,Approved,EMP0090,EMP0009,
TS000866,EMP0090,PRJ0013,2021-10-09,40,38.5,0,Yes,Approved,EMP0090,EMP0147,On-site work
TS000867,EMP0083,PRJ0041,2024-12-02,10,9,0,Yes,Approved,EMP0083,EMP0094,
TS000868,EMP0083,PRJ0041,2024-12-16,10,8.5,0,Yes,Approved,EMP0083,EMP0054,On-site work
TS000869,EMP0083,PRJ0041,2024-12-09,10,12.6,2.6,Yes,Approved,EMP0083,EMP0093,Client meeting
TS000870,EMP0033,PRJ0010,2022-04-13,30,26.3,0,No,Approved,EMP0033,EMP0095,On-site work
TS000871,EMP0033,PRJ0010,2022-02-28,30,31.6,1.6,Yes,Approved,EMP0033,EMP0078,
TS000872,EMP0033,PRJ0010,2022-03-10,30,26.8,0,No,Approved,EMP0033,EMP0060,Client meeting
TS000873,EMP0141,PRJ0037,2023-06-09,40,42.7,2.7,Yes,Approved,EMP0141,EMP0046,Client meeting
TS000874,EMP0141,PRJ0037,2023-07-02,40,46.8,6.8,Yes,Submitted,EMP0141,EMP0148,
TS000875,EMP0141,PRJ0037,2023-06-28,40,31.4,0,No,Approved,EMP0141,EMP0047,Client meeting
TS000876,EMP0056,PRJ0032,2023-03-09,40,42.3,2.3,Yes,Approved,EMP0056,EMP0137,Client meeting
TS000877,EMP0056,PRJ0032,2023-03-11,40,51.8,11.8,Yes,Draft,EMP0056,EMP0096,Overtime due to deadline
TS000878,EMP0056,PRJ0032,2023-03-21,40,34.7,0,Yes,Submitted,EMP0056,EMP0083,Client meeting
TS000879,EMP0016,PRJ0025,2021-03-23,10,9,0,No,Draft,EMP0016,EMP0066,
TS000880,EMP0016,PRJ0025,2021-05-16,10,9.6,0,Yes,Approved,EMP0016,EMP0009,
TS000881,EMP0016,PRJ0025,2021-06-22,10,10.8,0.8,No,Approved,EMP0016,EMP0057,
TS000882,EMP0016,PRJ0046,2023-07-29,10,10.1,0.1,Yes,Submitted,EMP0016,EMP0071,Client meeting
TS000883,EMP0016,PRJ0046,2023-09-17,10,6.8,0,Yes,Approved,EMP0016,EMP0092,
TS000884,EMP0016,PRJ0046,2023-06-14,10,8.8,0,Yes,Submitted,EMP0016,EMP0064,
TS000885,EMP0025,PRJ0006,2024-05-22,20,20.5,0.5,Yes,Draft,EMP0025,EMP0020,On-site work
TS000886,EMP0025,PRJ0006,2024-06-26,20,18.8,0,No,Approved,EMP0025,EMP0148,
TS000887,EMP0025,PRJ0006,2024-11-11,20,19.5,0,No,Approved,EMP0025,EMP0015,
