"  erp_sales_orders  ·  1,000 lignes  ·  9 colonnes",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
SO00756,CUS0019,2023-11-14,2023-12-06,370791.25,Shipped,EMP0012,TND,Frame agreement order,On Time
SO00757,CUS0159,2023-07-14,2023-07-26,253980.4,Shipped,EMP0005,TND,Pre-payment required,On Time
SO00758,CUS0172,2022-10-11,2022-11-03,30636.41,Shipped,EMP0081,TND,Pre-payment required,On Time
SO00759,CUS0183,2024-05-05,2024-06-03,43649.53,Pending,EMP0103,TND,,Pending
SO00760,CUS0170,2022-02-17,2022-04-05,324117.47,Pending,EMP0025,TND,,Pending
SO00761,CUS0198,2023-12-16,2024-01-29,229894.94,Delivered,EMP0040,TND,Pre-payment required,On Time
SO00762,CUS0001,2023-05-04,2023-05-25,63822.51,Cancelled,EMP0070,TND,Frame agreement order,Cancelled
SO00763,CUS0059,2023-09-26,2023-11-20,299987.03,Shipped,EMP0070,TND,Expedited shipping,On Time
SO00764,CUS0177,2022-02-03,2022-03-02,130816.75,Pending,EMP0016,TND,,Pending
SO00765,CUS0200,2022-12-04,2023-01-26,378323.83,Pending,EMP0148,TND,Pre-payment required,Pending
SO00766,CUS0121,2022-04-08,2022-05-20,250772.45,Pending,EMP0088,TND,Expedited shipping,Pending
SO00767,CUS0010,2022-02-25,2022-03-19,380708,Confirmed,EMP0048,TND,,Pending
SO00768,CUS0100,2022-11-22,2022-12-08,17428.55,Shipped,EMP0094,TND,Pre-payment required,At Risk
SO00769,CUS0186,2023-12-11,2024-01-11,410383.63,Cancelled,EMP0078,TND,,Cancelled
SO00770,CUS0096,2024-10-16,2024-11-16,399345.66,Delivered,EMP0140,TND,Expedited shipping,Late
SO00771,CUS0153,2023-04-15,2023-05-07,303169.37,Shipped,EMP0054,TND,Standard delivery,At Risk
SO00772,CUS0149,2022-03-02,2022-04-21,178796.25,Cancelled,EMP0130,TND,,Cancelled
SO00773,CUS0196,2023-12-25,2024-01-29,275737.88,Cancelled,EMP0048,TND,,Cancelled
SO00774,CUS0174,2022-01-31,2022-03-15,173352.31,Confirmed,EMP0131,TND,Expedited shipping,Pending
SO00775,CUS0133,2024-07-01,2024-07-20,10997.97,Pending,EMP0144,TND,,Pending
SO00776,CUS0093,2024-06-04,2024-07-21,323502.31,Cancelled,EMP0075,TND,Frame agreement order,Cancelled
SO00777,CUS0116,2022-02-06,2022-04-02,149704.76,Delivered,EMP0041,TND,Pre-payment required,On Time
SO00778,CUS0164,2024-02-12,2024-03-19,6754.4,Confirmed,EMP0041,TND,Frame agreement order,Pending
SO00779,CUS0137,2022-07-23,2022-09-19,321237.74,Delivered,EMP0092,TND,,On Time
SO00780,CUS0085,2024-07-14,2024-07-24,398361.26,Cancelled,EMP0009,TND,Expedited shipping,Cancelled
SO00781,CUS0125,2022-03-12,2022-04-09,443604.43,Confirmed,EMP0012,TND,Pre-payment required,Pending
SO00782,CUS0150,2024-03-30,2024-04-09,443901.11,Shipped,EMP0054,TND,,On Time
SO00783,CUS0162,2022-02-12,2022-03-16,413811.88,Cancelled,EMP0065,TND,Frame agreement order,Cancelled
SO00784,CUS0049,2024-10-10,2024-11-25,88034.68,Confirmed,EMP0077,TND,Pre-payment required,Pending
SO00785,CUS0004,2023-07-05,2023-08-24,241444.18,Pending,EMP0147,TND,Frame agreement order,Pending
SO00786,CUS0139,2022-06-15,2022-08-02,313950.63,Pending,EMP0031,TND,Standard delivery,Pending
SO00787,CUS0015,2023-01-06,2023-03-02,101949.89,Delivered,EMP0126,TND,Expedited shipping,Late
SO00788,CUS0189,2022-05-28,2022-06-29,311100.58,Shipped,EMP0033,TND,Frame agreement order,On Time
SO00789,CUS0164,2022-06-19,2022-08-14,491054.01,Delivered,EMP0108,TND,Pre-payment required,On Time
SO00790,CUS0017,2024-09-17,2024-09-25,246913.4,Cancelled,EMP0057,TND,Pre-payment required,Cancelled
SO00791,CUS0114,2023-01-10,2023-02-07,213048.51,Confirmed,EMP0007,TND,,Pending
SO00792,CUS0028,2023-05-23,2023-07-12,451039.3,Confirmed,EMP0003,TND,Standard delivery,Pending
SO00793,CUS0189,2022-06-04,2022-07-05,44626.68,Cancelled,EMP0057,TND,Expedited shipping,Cancelled
SO00794,CUS0085,2022-07-05,2022-07-22,494639.27,Pending,EMP0016,TND,Frame agreement order,Pending
SO00795,CUS0018,2023-08-28,2023-10-25,370481.03,Delivered,EMP0069,TND,Expedited shipping,On Time
SO00796,CUS0141,2022-03-19,2022-04-19,16979.45,Shipped,EMP0038,TND,,On Time
SO00797,CUS0025,2023-04-27,2023-05-29,247913.96,Confirmed,EMP0034,TND,Pre-payment required,Pending
SO00798,CUS0190,2024-02-22,2024-03-16,492818.6,Delivered,EMP0030,TND,Standard delivery,Late
SO00799,CUS0013,2024-02-19,2024-04-16,199760.34,Delivered,EMP0117,TND,Expedited shipping,On Time
SO00800,CUS0117,2024-10-03,2024-11-12,268158.89,Cancelled,EMP0043,TND,Standard delivery,Cancelled
SO00801,CUS0032,2023-06-08,2023-07-19,63349.76,Pending,EMP0118,TND,Expedited shipping,Pending
SO00802,CUS0129,2022-02-22,2022-04-12,132320.89,Cancelled,EMP0137,TND,Standard delivery,Cancelled
SO00803,CUS0168,2022-08-03,2022-08-16,230769.59,Shipped,EMP0101,TND,Pre-payment required,On Time
SO00804,CUS0164,2024-08-10,2024-09-29,217138.07,Shipped,EMP0139,TND,Pre-payment required,On Time
SO00805,CUS0194,2024-07-19,2024-08-18,227681.1,Pending,EMP0058,TND,Expedited shipping,Pending
SO00806,CUS0161,2024-03-27,2024-05-02,435988.69,Shipped,EMP0072,TND,Frame agreement order,At Risk
SO00807,CUS0006,2022-06-20,2022-08-18,293638.65,Cancelled,EMP0150,TND,Expedited shipping,Cancelled
SO00808,CUS0136,2024-09-16,2024-10-11,272267.34,Delivered,EMP0081,TND,Expedited shipping,On Time
SO00809,CUS0198,2023-03-21,2023-03-30,271333.2,Shipped,EMP0081,TND,Expedited shipping,On Time
SO00810,CUS0068,2023-02-01,2023-02-21,17278.23,Cancelled,EMP0140,TND,Expedited shipping,Cancelled
SO00811,CUS0119,2022-02-23,2022-03-04,6061.64,Confirmed,EMP0101,TND,Frame agreement order,Pending
SO00812,CUS0087,2023-12-17,2024-01-09,226102.1,Confirmed,EMP0112,TND,Pre-payment required,Pending
SO00813,CUS0109,2022-07-03,2022-07-23,266856.77,Shipped,EMP0021,TND,Standard delivery,At Risk
SO00814,CUS0037,2024-08-22,2024-10-20,493172.83,Confirmed,EMP0014,TND,Expedited shipping,Pending
SO00815,CUS0130,2023-12-16,2024-01-02,49417.02,Confirmed,EMP0100,TND,Expedited shipping,Pending
SO00816,CUS0008,2023-05-24,2023-07-04,384502.49,Pending,EMP0067,TND,,Pending
SO00817,CUS0138,2022-01-27,2022-03-19,260183.84,Delivered,EMP0021,TND,Standard delivery,On Time
SO00818,CUS0198,2022-12-07,2023-01-06,253548.19,Shipped,EMP0078,TND,Expedited shipping,On Time
SO00819,CUS0102,2022-05-04,2022-05-31,342302.1,Delivered,EMP0124,TND,Expedited shipping,Late
SO00820,CUS0026,2022-07-09,2022-07-24,225384.96,Delivered,EMP0133,TND,Standard delivery,On Time
SO00821,CUS0145,2022-01-02,2022-02-11,450491.92,Delivered,EMP0107,TND,Frame agreement order,On Time
SO00822,CUS0095,2023-04-23,2023-05-08,47197.54,Confirmed,EMP0108,TND,Frame agreement order,Pending
SO00823,CUS0168,2023-02-18,2023-03-25,61700.24,Pending,EMP0116,TND,Standard delivery,Pending
SO00824,CUS0137,2024-03-19,2024-04-21,265359.89,Delivered,EMP0071,TND,Frame agreement order,On Time
SO00825,CUS0026,2023-09-22,2023-10-17,238966.35,Confirmed,EMP0090,TND,,Pending
SO00826,CUS0110,2023-09-29,2023-11-10,286789.48,Confirmed,EMP0120,TND,Pre-payment required,Pending
SO00827,CUS0088,2023-01-16,2023-02-03,162166.67,Delivered,EMP0098,TND,,On Time
SO00828,CUS0184,2024-10-03,2024-11-09,406564.73,Confirmed,EMP0147,TND,Pre-payment required,Pending
SO00829,CUS0100,2022-07-01,2022-08-17,450752.9,Pending,EMP0058,TND,Expedited shipping,Pending
SO00830,CUS0169,2023-05-26,2023-07-02,371101.47,Pending,EMP0026,TND,Pre-payment required,Pending
SO00831,CUS0158,2022-02-04,2022-03-05,357679.1,Pending,EMP0113,TND,Standard delivery,Pending
SO00832,CUS0165,2023-12-21,2024-02-15,53309.97,Cancelled,EMP0098,TND,Expedited shipping,Cancelled
SO00833,CUS0058,2022-10-16,2022-10-26,326997.55,Delivered,EMP0126,TND,Expedited shipping,On Time
SO00834,CUS0184,2023-11-21,2024-01-04,212189.12,Pending,EMP0093,TND,,Pending
SO00835,CUS0176,2023-12-07,2024-01-26,316326.7,Confirmed,EMP0059,TND,,Pending
SO00836,CUS0024,2023-08-20,2023-09-21,67223.9,Cancelled,EMP0005,TND,Frame agreement order,Cancelled
SO00837,CUS0141,2023-01-15,2023-03-10,383151.9,Pending,EMP0083,TND,Frame agreement order,Pending
SO00838,CUS0014,2024-03-25,2024-05-13,415028,Confirmed,EMP0007,TND,,Pending
SO00839,CUS0015,2024-12-31,2025-01-29,471115.07,Cancelled,EMP0056,TND,Pre-payment required,Cancelled
SO00840,CUS0071,2023-02-14,2023-04-14,285876.05,Delivered,EMP0064,TND,Pre-payment required,On Time
SO00841,CUS0136,2024-06-10,2024-06-20,347729.88,Cancelled,EMP0128,TND,Frame agreement order,Cancelled
SO00842,CUS0073,2023-05-25,2023-07-02,76761.75,Shipped,EMP0025,TND,Frame agreement order,At Risk
SO00843,CUS0100,2024-08-07,2024-08-23,51697.45,Cancelled,EMP0126,TND,Pre-payment required,Cancelled
SO00844,CUS0006,2023-05-10,2023-06-25,206502.65,Delivered,EMP0078,TND,Expedited shipping,On Time
SO00845,CUS0036,2023-02-16,2023-03-20,266492.44,Shipped,EMP0134,TND,Frame agreement order,On Time
SO00846,CUS0155,2022-02-19,2022-04-13,475185.82,Confirmed,EMP0150,TND,Pre-payment required,Pending
SO00847,CUS0108,2022-08-02,2022-09-21,88551.48,Cancelled,EMP0011,TND,,Cancelled
SO00848,CUS0090,2023-10-02,2023-10-25,265475.69,Confirmed,EMP0097,TND,Expedited shipping,Pending
SO00849,CUS0123,2024-06-16,2024-07-06,115506.25,Confirmed,EMP0087,TND,,Pending
SO00850,CUS0034,2022-07-16,2022-09-03,385431.13,Cancelled,EMP0120,TND,Frame agreement order,Cancelled
SO00851,CUS0058,2024-04-04,2024-04-28,8475.07,Pending,EMP0114,TND,Pre-payment required,Pending
SO00852,CUS0120,2023-06-20,2023-07-24,173832.61,Confirmed,EMP0034,TND,Pre-payment required,Pending
SO00853,CUS0157,2024-04-01,2024-05-03,260441.76,Shipped,EMP0030,TND,Frame agreement order,At Risk
SO00854,CUS0018,2022-12-31,2023-02-06,188499.8,Delivered,EMP0027,TND,Expedited shipping,Late
SO00855,CUS0177,2024-01-31,2024-03-20,76073.45,Cancelled,EMP0077,TND,Pre-payment required,Cancelled
SO00856,CUS0165,2023-06-18,2023-07-24,19436.77,Shipped,EMP0002,TND,Standard delivery,On Time
SO00857,CUS0113,2023-12-27,2024-01-19,343060.39,Cancelled,EMP0012,TND,Frame agreement order,Cancelled
SO00858,CUS0108,2024-05-01,2024-05-27,269667.35,Cancelled,EMP0077,TND,Standard delivery,Cancelled
SO00859,CUS0140,2023-04-08,2023-05-27,128613.96,Confirmed,EMP0117,TND,Frame agreement order,Pending
SO00860,CUS0127,2022-04-06,2022-05-17,387647.36,Confirmed,EMP0090,TND,,Pending
SO00861,CUS0139,2023-08-10,2023-08-28,320416.76,Confirmed,EMP0066,TND,Pre-payment required,Pending
SO00862,CUS0074,2022-09-17,2022-11-15,476969.05,Cancelled,EMP0138,TND,Standard delivery,Cancelled
SO00863,CUS0004,2024-03-03,2024-04-21,98554.2,Shipped,EMP0064,TND,Pre-payment required,On Time
SO00864,CUS0125,2022-08-09,2022-09-12,351582.76,Shipped,EMP0080,TND,Frame agreement order,At Risk
SO00865,CUS0068,2022-08-07,2022-08-20,56084.77,Cancelled,EMP0028,TND,Standard delivery,Cancelled
SO00866,CUS0075,2022-07-24,2022-09-12,389058.47,Confirmed,EMP0146,TND,Standard delivery,Pending
SO00867,CUS0148,2022-12-13,2023-01-21,410582.47,Confirmed,EMP0081,TND,,Pending
SO00868,CUS0073,2023-05-28,2023-07-09,491707.1,Pending,EMP0026,TND,Expedited shipping,Pending
SO00869,CUS0122,2024-07-28,2024-08-08,72054.05,Delivered,EMP0126,TND,Standard delivery,On Time
SO00870,CUS0099,2023-10-21,2023-12-08,253441.39,Shipped,EMP0050,TND,,On Time
SO00871,CUS0152,2022-01-10,2022-01-23,342168.57,Shipped,EMP0070,TND,Frame agreement order,At Risk
SO00872,CUS0004,2023-06-01,2023-07-11,5985.88,Confirmed,EMP0008,TND,,Pending
SO00873,CUS0043,2022-11-24,2023-01-06,319430.63,Delivered,EMP0067,TND,Standard delivery,On Time
SO00874,CUS0084,2024-03-07,2024-04-18,375680.69,Pending,EMP0040,TND,,Pending
SO00875,CUS0119,2023-05-17,2023-06-19,129655.9,Confirmed,EMP0107,TND,Pre-payment required,Pending
SO00876,CUS0034,2024-07-16,2024-08-25,12056.42,Confirmed,EMP0061,TND,,Pending
SO00877,CUS0082,2024-02-28,2024-04-01,93317.71,Delivered,EMP0012,TND,Standard delivery,On Time
SO00878,CUS0094,2022-01-17,2022-03-02,274156.18,Pending,EMP0135,TND,,Pending
SO00879,CUS0004,2024-11-13,2024-11-20,351006.8,Pending,EMP0001,TND,Pre-payment required,Pending
SO00880,CUS0117,2023-02-04,2023-03-17,81119.29,Delivered,EMP0135,TND,Frame agreement order,Late
SO00881,CUS0186,2022-11-25,2023-01-12,424271.64,Confirmed,EMP0014,TND,Expedited shipping,Pending
SO00882,CUS0117,2022-01-21,2022-02-01,35400,Cancelled,EMP0017,TND,Frame agreement order,Cancelled
SO00883,CUS0043,2022-12-15,2023-01-04,437184.02,Cancelled,EMP0120,TND,Frame agreement order,Cancelled
SO00884,CUS0043,2024-03-12,2024-03-26,186307.57,Pending,EMP0090,TND,Standard delivery,Pending
SO00885,CUS0115,2022-05-02,2022-05-09,420003.42,Confirmed,EMP0117,TND,Expedited shipping,Pending
SO00886,CUS0178,2022-12-08,2023-01-22,157585.51,Confirmed,EMP0144,TND,Frame agreement order,Pending
SO00887,CUS0086,2023-03-20,2023-04-30,385610.88,Confirmed,EMP0079,TND,,Pending
SO00888,CUS0181,2022-12-10,2023-01-10,104115.41,Cancelled,EMP0139,TND,Frame agreement order,Cancelled
SO00889,CUS0158,2023-07-06,2023-08-02,178817.98,Pending,EMP0014,TND,,Pending
SO00890,CUS0198,2022-10-16,2022-12-11,374504.74,Confirmed,EMP0093,TND,Pre-payment required,Pending
SO00891,CUS0130,2024-12-10,2025-01-08,230491.94,Confirmed,EMP0132,TND,Expedited shipping,Pending
SO00892,CUS0103,2023-06-22,2023-08-09,111695.91,Cancelled,EMP0025,TND,Frame agreement order,Cancelled
SO00893,CUS0170,2022-06-17,2022-08-01,18238.49,Shipped,EMP0143,TND,Frame agreement order,On Time
SO00894,CUS0054,2024-01-19,2024-01-27,350609.24,Confirmed,EMP0105,TND,Standard delivery,Pending
SO00895,CUS0185,2023-07-11,2023-08-24,302718.46,Pending,EMP0077,TND,Standard delivery,Pending
SO00896,CUS0120,2024-05-27,2024-07-09,167234.33,Confirmed,EMP0011,TND,Expedited shipping,Pending
SO00897,CUS0153,2024-08-08,2024-10-03,458637.81,Cancelled,EMP0025,TND,Pre-payment required,Cancelled
SO00898,CUS0068,2023-11-04,2023-12-15,45034.22,Pending,EMP0144,TND,,Pending
SO00899,CUS0122,2022-09-05,2022-10-22,85059.75,Shipped,EMP0087,TND,,On Time
SO00900,CUS0138,2023-09-09,2023-11-02,244404.79,Cancelled,EMP0066,TND,Standard delivery,Cancelled
SO00901,CUS0148,2022-04-01,2022-04-19,213339.67,Cancelled,EMP0133,TND,Frame agreement order,Cancelled
SO00902,CUS0189,2023-12-11,2024-01-21,420944.1,Delivered,EMP0048,TND,Standard delivery,On Time
SO00903,CUS0143,2022-04-25,2022-06-11,332691.55,Shipped,EMP0117,TND,Standard delivery,On Time
SO00904,CUS0146,2022-06-14,2022-07-22,146186.18,Confirmed,EMP0083,TND,Frame agreement order,Pending
SO00905,CUS0176,2023-10-21,2023-11-06,330509.93,Cancelled,EMP0033,TND,Pre-payment required,Cancelled
SO00906,CUS0179,2023-12-06,2024-01-30,189937.59,Delivered,EMP0129,TND,Standard delivery,On Time
SO00907,CUS0109,2023-07-04,2023-09-01,301897.13,Pending,EMP0001,TND,Standard delivery,Pending
SO00908,CUS0178,2023-11-27,2024-01-14,283252.34,Confirmed,EMP0055,TND,Frame agreement order,Pending
SO00909,CUS0070,2022-11-09,2022-12-31,97680.21,Cancelled,EMP0074,TND,Frame agreement order,Cancelled
SO00910,CUS0002,2022-03-18,2022-04-02,486681.17,Shipped,EMP0030,TND,,On Time
SO00911,CUS0101,2022-03-23,2022-05-10,226993.9,Confirmed,EMP0079,TND,Pre-payment required,Pending
SO00912,CUS0013,2024-05-20,2024-07-05,469682.41,Delivered,EMP0125,TND,Expedited shipping,On Time
SO00913,CUS0137,2023-08-12,2023-09-18,244776.87,Delivered,EMP0099,TND,Expedited shipping,On Time
SO00914,CUS0176,2022-04-22,2022-06-02,110249.44,Delivered,EMP0034,TND,,On Time
SO00915,CUS0159,2022-03-02,2022-03-15,430033.98,Pending,EMP0010,TND,Frame agreement order,Pending
SO00916,CUS0069,2023-05-27,2023-07-14,232800.81,Pending,EMP0130,TND,Standard delivery,Pending
SO00917,CUS0199,2023-06-25,2023-07-10,27552.24,Confirmed,EMP0041,TND,Expedited shipping,Pending
SO00918,CUS0081,2022-02-01,2022-03-29,434632.28,Delivered,EMP0089,TND,Frame agreement order,On Time
SO00919,CUS0055,2023-05-26,2023-07-21,413934.81,Cancelled,EMP0048,TND,,Cancelled
SO00920,CUS0097,2024-09-10,2024-10-09,478987.14,Shipped,EMP0092,TND,Pre-payment required,On Time
SO00921,CUS0085,2022-10-12,2022-11-20,209742.6,Shipped,EMP0099,TND,,At Risk
SO00922,CUS0007,2024-01-08,2024-03-01,478462.27,Delivered,EMP0069,TND,,On Time
SO00923,CUS0135,2024-09-03,2024-09-20,330632.08,Shipped,EMP0131,TND,Frame agreement order,On Time
SO00924,CUS0058,2022-08-17,2022-08-26,30379.58,Confirmed,EMP0088,TND,Pre-payment required,Pending
SO00925,CUS0104,2023-06-19,2023-08-06,136184.54,Confirmed,EMP0062,TND,Pre-payment required,Pending
SO00926,CUS0160,2024-06-29,2024-08-07,177815.38,Cancelled,EMP0068,TND,,Cancelled
SO00927,CUS0074,2023-08-10,2023-09-15,7996.23,Pending,EMP0080,TND,Pre-payment required,Pending
SO00928,CUS0085,2022-03-14,2022-05-02,373868.72,Confirmed,EMP0051,TND,Frame agreement order,Pending
SO00929,CUS0110,2022-03-24,2022-05-08,455208.89,Pending,EMP0017,TND,,Pending
SO00930,CUS0152,2022-08-02,2022-09-03,325924.51,Confirmed,EMP0137,TND,Frame agreement order,Pending
SO00931,CUS0168,2024-01-16,2024-03-02,177386.65,Cancelled,EMP0072,TND,Expedited shipping,Cancelled
SO00932,CUS0148,2022-12-31,2023-02-09,469907.56,Confirmed,EMP0064,TND,Expedited shipping,Pending
SO00933,CUS0020,2023-08-15,2023-09-30,335527.94,Delivered,EMP0119,TND,Standard delivery,On Time
SO00934,CUS0134,2022-06-15,2022-06-22,431073.08,Delivered,EMP0114,TND,Frame agreement order,Late
SO00935,CUS0050,2023-08-27,2023-09-27,30542.98,Shipped,EMP0140,TND,,On Time
SO00936,CUS0152,2022-01-06,2022-02-15,169261.16,Confirmed,EMP0113,TND,Standard delivery,Pending
SO00937,CUS0058,2023-06-13,2023-08-02,210734.83,Shipped,EMP0121,TND,Pre-payment required,On Time
SO00938,CUS0163,2023-02-25,2023-03-23,388897.07,Delivered,EMP0133,TND,,On Time
SO00939,CUS0184,2023-03-11,2023-04-19,211866.4,Delivered,EMP0024,TND,,On Time
SO00940,CUS0118,2024-09-11,2024-10-12,157028.17,Shipped,EMP0135,TND,Standard delivery,On Time
SO00941,CUS0049,2023-08-23,2023-09-04,395760.54,Delivered,EMP0082,TND,Expedited shipping,On Time
SO00942,CUS0178,2022-05-18,2022-06-22,419427.64,Pending,EMP0008,TND,Pre-payment required,Pending
SO00943,CUS0170,2023-02-01,2023-02-12,71411.5,Delivered,EMP0006,TND,Pre-payment required,On Time
SO00944,CUS0179,2023-10-15,2023-11-22,153099.92,Confirmed,EMP0137,TND,Pre-payment required,Pending
SO00945,CUS0160,2023-11-20,2023-12-20,271187.4,Delivered,EMP0109,TND,,Late
SO00946,CUS0096,2023-10-20,2023-12-02,436129.2,Pending,EMP0044,TND,Frame agreement order,Pending
SO00947,CUS0024,2024-11-22,2024-12-13,22197.79,Cancelled,EMP0062,TND,Frame agreement order,Cancelled
SO00948,CUS0028,2023-03-06,2023-05-02,262507.16,Confirmed,EMP0090,TND,,Pending
SO00949,CUS0028,2023-09-21,2023-10-08,369605.67,Shipped,EMP0084,TND,,On Time
SO00950,CUS0052,2022-12-20,2023-01-07,406398.79,Cancelled,EMP0015,TND,Expedited shipping,Cancelled
SO00951,CUS0089,2023-08-15,2023-09-11,419164.04,Pending,EMP0027,TND,Frame agreement order,Pending
SO00952,CUS0180,2023-01-02,2023-02-07,138645.59,Confirmed,EMP0086,TND,Standard delivery,Pending
SO00953,CUS0153,2023-08-03,2023-08-18,259590.45,Delivered,EMP0052,TND,Expedited shipping,On Time
SO00954,CUS0180,2024-10-12,2024-10-22,81159.99,Pending,EMP0119,TND,Pre-payment required,Pending
SO00955,CUS0034,2022-03-10,2022-04-19,373087.07,Pending,EMP0098,TND,Standard delivery,Pending
SO00956,CUS0100,2024-09-19,2024-10-10,416055.61,Shipped,EMP0054,TND,Expedited shipping,On Time
SO00957,CUS0175,2023-07-28,2023-08-30,6019.6,Delivered,EMP0054,TND,Expedited shipping,On Time
SO00958,CUS0102,2024-01-21,2024-02-14,41549.08,Delivered,EMP0046,TND,,On Time
SO00959,CUS0010,2024-10-11,2024-12-08,89672.35,Confirmed,EMP0025,TND,Pre-payment required,Pending
SO00960,CUS0069,2022-06-30,2022-08-19,321715.28,Confirmed,EMP0090,TND,Standard delivery,Pending
SO00961,CUS0034,2024-08-30,2024-10-17,103005.61,Delivered,EMP0130,TND,Pre-payment required,On Time
SO00962,CUS0068,2022-03-31,2022-05-23,373498.41,Shipped,EMP0138,TND,Pre-payment required,On Time
SO00963,CUS0100,2022-12-14,2022-12-24,318582.78,Confirmed,EMP0063,TND,Pre-payment required,Pending
SO00964,CUS0168,2023-08-12,2023-09-18,81113.74,Confirmed,EMP0066,TND,Standard delivery,Pending
SO00965,CUS0186,2023-10-17,2023-11-16,402369.38,Confirmed,EMP0012,TND,Frame agreement order,Pending
SO00966,CUS0030,2022-06-07,2022-06-28,308339.82,Pending,EMP0069,TND,Pre-payment required,Pending
SO00967,CUS0155,2024-12-23,2025-01-07,239269.06,Confirmed,EMP0051,TND,Pre-payment required,Pending
SO00968,CUS0130,2022-04-16,2022-05-24,22701.58,Shipped,EMP0108,TND,,On Time
SO00969,CUS0057,2023-04-07,2023-05-05,186161.65,Shipped,EMP0103,TND,Expedited shipping,At Risk
SO00970,CUS0095,2024-11-08,2024-12-22,279633.29,Cancelled,EMP0040,TND,,Cancelled
SO00971,CUS0054,2023-06-18,2023-08-03,284095.75,Delivered,EMP0077,TND,,On Time
SO00972,CUS0149,2024-03-08,2024-04-19,25959.83,Shipped,EMP0093,TND,Frame agreement order,On Time
SO00973,CUS0052,2023-03-04,2023-04-13,6632.46,Cancelled,EMP0033,TND,Frame agreement order,Cancelled
SO00974,CUS0001,2024-03-06,2024-04-18,338529.13,Pending,EMP0078,TND,Pre-payment required,Pending
SO00975,CUS0095,2024-07-22,2024-07-30,55781.99,Shipped,EMP0004,TND,Pre-payment required,At Risk
SO00976,CUS0174,2024-04-24,2024-06-23,198880.8,Shipped,EMP0133,TND,,At Risk
SO00977,CUS0166,2022-03-21,2022-04-22,164921.99,Delivered,EMP0128,TND,Expedited shipping,On Time
SO00978,CUS0052,2022-12-02,2022-12-19,148289.24,Pending,EMP0065,TND,Expedited shipping,Pending
SO00979,CUS0016,2022-02-07,2022-03-11,123343.83,Pending,EMP0147,TND,Standard delivery,Pending
SO00980,CUS0110,2022-03-18,2022-04-30,237319.44,Pending,EMP0064,TND,Frame agreement order,Pending
SO00981,CUS0088,2023-05-11,2023-06-24,43874.34,Pending,EMP0078,TND,Expedited shipping,Pending
SO00982,CUS0040,2022-04-12,2022-05-24,201958.32,Confirmed,EMP0037,TND,Expedited shipping,Pending
SO00983,CUS0142,2022-11-20,2022-12-23,341266.33,Pending,EMP0070,TND,Standard delivery,Pending
SO00984,CUS0163,2022-09-27,2022-10-22,465296.86,Shipped,EMP0035,TND,Expedited shipping,On Time
SO00985,CUS0189,2023-06-20,2023-08-04,82318.75,Shipped,EMP0062,TND,Standard delivery,At Risk
SO00986,CUS0060,2022-11-01,2022-12-22,70092.98,Pending,EMP0004,TND,Standard delivery,Pending
SO00987,CUS0049,2022-07-17,2022-08-01,226557.16,Cancelled,EMP0044,TND,,Cancelled
SO00988,CUS0068,2022-11-26,2023-01-14,121718.54,Pending,EMP0126,TND,,Pending
SO00989,CUS0183,2022-07-16,2022-08-06,171147.04,Confirmed,EMP0083,TND,Frame agreement order,Pending
SO00990,CUS0163,2022-08-27,2022-10-04,498723.62,Confirmed,EMP0072,TND,,Pending
SO00991,CUS0105,2023-07-17,2023-09-09,246655.23,Delivered,EMP0074,TND,Standard delivery,On Time
SO00992,CUS0118,2024-07-19,2024-09-01,467300.46,Confirmed,EMP0097,TND,Standard delivery,Pending
SO00993,CUS0001,2023-07-18,2023-08-29,98663.5,Delivered,EMP0011,TND,,On Time
SO00994,CUS0101,2022-04-21,2022-05-13,448580.85,Confirmed,EMP0097,TND,Standard delivery,Pending
SO00995,CUS0125,2022-09-21,2022-10-10,455399.08,Shipped,EMP0109,TND,Frame agreement order,At Risk
SO00996,CUS0108,2022-12-02,2022-12-13,247492.15,Confirmed,EMP0110,TND,Expedited shipping,Pending
SO00997,CUS0075,2022-10-26,2022-11-22,406767.79,Cancelled,EMP0147,TND,Frame agreement order,Cancelled
SO00998,CUS0117,2024-07-11,2024-07-30,274226.23,Confirmed,EMP0077,TND,Expedited shipping,Pending
SO00999,CUS0040,2024-10-26,2024-11-06,143284.8,Confirmed,EMP0041,TND,Expedited shipping,Pending
SO01000,CUS0042,2023-01-17,2023-02-26,427801.51,Confirmed,EMP0134,TND,Standard delivery,Pending
