  erp_invoices  ·  900 lignes  ·  9 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
SINV00841,CUS0063,SO00210,201301.98,47119.43,2024-11-19,2025-01-28,Paid,TND
SINV00842,CUS0043,SO00386,274272.78,57421.93,2024-11-08,2025-01-29,Paid,TND
SINV00843,CUS0052,SO00978,125104.8,29657.85,2022-12-05,2023-01-18,Overdue,TND
SINV00844,CUS0108,SO00497,113041.92,26643.82,2022-01-31,2022-04-16,Partially Paid,TND
SINV00845,CUS0075,SO00866,329619.69,77811.69,2022-08-01,2022-10-17,Overdue,TND
SINV00846,CUS0155,SO00649,236531.97,54464.63,2023-04-08,2023-05-19,Unpaid,TND
SINV00847,CUS0077,SO00260,382792.78,86549.34,2023-05-02,2023-07-18,Overdue,TND
SINV00848,CUS0034,SO00181,289395.63,62877.73,2024-08-26,2024-11-03,Partially Paid,TND
SINV00849,CUS0125,SO00273,384512.82,92686.77,2024-11-26,2025-01-12,Paid,TND
SINV00850,CUS0186,SO00675,152738.83,31098,2024-11-08,2025-01-20,Unpaid,TND
SINV00851,CUS0014,SO00838,361548.59,83005.6,2024-03-28,2024-05-20,Paid,TND
SINV00852,CUS0195,SO00196,119183.41,28592.11,2023-01-05,2023-02-17,Unpaid,TND
SINV00853,CUS0197,SO00436,4997.25,1099.88,2022-01-12,2022-02-28,Unpaid,TND
SINV00854,CUS0041,SO00284,212284.73,43119.83,2022-02-21,2022-05-11,Overdue,TND
SINV00855,CUS0006,SO00844,166058.59,41300.53,2023-05-18,2023-07-13,Partially Paid,TND
SINV00856,CUS0145,SO00319,17493.5,3924.71,2022-03-31,2022-06-22,Paid,TND
SINV00857,CUS0189,SO00788,264663.08,62220.12,2022-06-02,2022-08-16,Overdue,TND
SINV00858,CUS0155,SO00388,459363.95,96991.45,2023-12-21,2024-03-20,Partially Paid,TND
SINV00859,CUS0198,SO00008,139029.04,29872.47,2024-10-05,2024-12-02,Unpaid,TND
SINV00860,CUS0117,SO00882,29952.35,7080,2022-01-23,2022-03-01,Overdue,TND
SINV00861,CUS0125,SO00553,21669.35,4514.06,2022-09-09,2022-12-01,Partially Paid,TND
SINV00862,CUS0113,SO00687,169549.54,41181.62,2022-06-16,2022-07-18,Paid,TND
SINV00863,CUS0198,SO00008,124189.21,29872.47,2024-10-04,2024-12-24,Overdue,TND
SINV00864,CUS0004,SO00514,444059.7,96505.62,2022-11-16,2023-02-05,Partially Paid,TND
SINV00865,CUS0051,SO00106,293318.78,64156.99,2022-01-11,2022-02-27,Partially Paid,TND
SINV00866,CUS0053,SO00633,298165.26,69555.67,2024-08-24,2024-10-25,Paid,TND
SINV00867,CUS0078,SO00532,248714.71,51735.21,2022-04-25,2022-07-15,Unpaid,TND
SINV00868,CUS0084,SO00552,22006.89,4531.07,2022-10-02,2022-12-06,Overdue,TND
SINV00869,CUS0119,SO00593,385645.37,81842.97,2023-06-25,2023-08-02,Partially Paid,TND
SINV00870,CUS0031,SO00711,317548.74,67834.01,2023-07-30,2023-10-12,Partially Paid,TND
SINV00871,CUS0171,SO00582,180555.82,44753.35,2024-06-06,2024-07-17,Partially Paid,TND
SINV00872,CUS0143,SO00641,170484.71,37014.09,2022-08-02,2022-09-25,Overdue,TND
SINV00873,CUS0142,SO00477,118105.06,28732.93,2023-12-10,2024-01-09,Paid,TND
SINV00874,CUS0141,SO00567,7687.4,1689.61,2024-12-09,2025-02-05,Paid,TND
SINV00875,CUS0077,SO00506,51772.8,10449.89,2023-03-26,2023-05-30,Unpaid,TND
SINV00876,CUS0076,SO00576,95911.08,22570.4,2024-06-23,2024-08-18,Overdue,TND
SINV00877,CUS0150,SO00221,186822.66,37633.12,2022-06-21,2022-07-23,Partially Paid,TND
SINV00878,CUS0073,SO00842,74064.76,15352.35,2023-06-04,2023-08-10,Unpaid,TND
SINV00879,CUS0051,SO00106,292761.17,64156.99,2022-01-09,2022-03-05,Overdue,TND
SINV00880,CUS0047,SO00611,196850.27,41484.79,2024-02-16,2024-05-01,Paid,TND
SINV00881,CUS0125,SO00478,303387.83,68732.34,2024-09-15,2024-10-27,Overdue,TND
SINV00882,CUS0152,SO00604,291672.61,69909.22,2024-04-03,2024-06-28,Unpaid,TND
SINV00883,CUS0036,SO00097,357407.56,73199.19,2023-03-11,2023-05-12,Partially Paid,TND
SINV00884,CUS0026,SO00333,37277.05,7954.18,2023-01-11,2023-02-10,Unpaid,TND
SINV00885,CUS0143,SO00098,383670.57,78749.86,2022-03-19,2022-04-29,Paid,TND
SINV00886,CUS0195,SO00525,228322.32,52380.19,2024-11-20,2024-12-28,Paid,TND
SINV00887,CUS0163,SO00075,45182.43,9948.15,2024-05-23,2024-07-07,Overdue,TND
SINV00888,CUS0110,SO00738,211690.1,42457.85,2024-12-17,2025-01-19,Unpaid,TND
SINV00889,CUS0129,SO00457,415664.07,93942.44,2023-06-09,2023-07-13,Partially Paid,TND
SINV00890,CUS0022,SO00745,420772,87011.94,2024-02-16,2024-03-17,Unpaid,TND
SINV00891,CUS0167,SO00103,232763.97,52070.57,2024-02-14,2024-04-18,Paid,TND
SINV00892,CUS0050,SO00032,425479.48,88478.46,2022-12-15,2023-03-07,Overdue,TND
SINV00893,CUS0004,SO00520,321620.53,69707.64,2024-02-23,2024-03-30,Unpaid,TND
SINV00894,CUS0133,SO00713,202925.04,48414,2022-01-25,2022-02-26,Partially Paid,TND
SINV00895,CUS0016,SO00684,428452.03,99082.49,2024-03-25,2024-06-10,Partially Paid,TND
SINV00896,CUS0076,SO00320,228801.43,50498.53,2022-12-23,2023-03-09,Overdue,TND
SINV00897,CUS0063,SO00126,172916.53,36658.39,2024-09-14,2024-12-02,Unpaid,TND
SINV00898,CUS0165,SO00412,329161.14,73722.87,2024-01-13,2024-04-10,Paid,TND
SINV00899,CUS0142,SO00307,55825.48,12616.73,2024-05-13,2024-06-27,Overdue,TND
SINV00900,CUS0162,SO00783,343772.53,82762.38,2022-02-13,2022-04-03,Overdue,TND
