  erp_po_lines  ·  1210 lignes  ·  10 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
POL00972,PO00473,PRD0184,5,567.8,2839.01,1,TND,2024-08-12,
POL00973,PO00474,PRD0032,40,2120.74,84829.73,33,TND,2022-07-12,Quality check required
POL00974,PO00475,PRD0407,50,2758.58,137929.1,25,TND,2023-07-01,Quality check required
POL00975,PO00476,PRD0304,5,17564.31,87821.56,0,TND,2024-10-16,
POL00976,PO00477,PRD0293,10,27043.56,270435.6,1,TND,2022-10-31,Rush order
POL00977,PO00477,PRD0394,5,23407.53,117037.67,0,TND,2022-10-31,
POL00978,PO00477,PRD0399,10,16044.09,160440.86,6,TND,2022-10-31,
POL00979,PO00478,PRD0322,48,13907.09,667540.53,31,TND,2024-07-03,
POL00980,PO00478,PRD0078,42,25703.79,1079558.99,34,TND,2024-07-03,
POL00981,PO00478,PRD0421,50,10494.97,524748.64,39,TND,2024-07-03,
POL00982,PO00479,PRD0005,26,11340.13,294843.32,9,TND,2024-02-27,
POL00983,PO00479,PRD0278,10,3502.84,35028.45,8,TND,2024-02-27,Quality check required
POL00984,PO00480,PRD0133,8,20138.1,161104.83,0,TND,2023-01-27,
POL00985,PO00480,PRD0199,42,14270.9,599377.9,32,TND,2023-01-27,Rush order
POL00986,PO00481,PRD0113,11,22502.76,247530.4,11,TND,2023-04-23,
POL00987,PO00481,PRD0128,10,10371.19,103711.9,1,TND,2023-04-23,
POL00988,PO00481,PRD0223,25,20576.42,514410.39,2,TND,2023-04-23,
POL00989,PO00482,PRD0331,37,14537.02,537869.57,9,TND,2024-03-21,
POL00990,PO00482,PRD0190,24,12872.92,308950.11,4,TND,2024-03-21,
POL00991,PO00482,PRD0356,21,58.8,1234.72,21,TND,2024-03-21,
POL00992,PO00483,PRD0186,20,8576.09,171521.72,8,TND,2024-01-28,Quality check required
POL00993,PO00484,PRD0016,41,22316.94,914994.48,38,TND,2022-07-25,
POL00994,PO00484,PRD0229,42,15332.66,643971.64,17,TND,2022-07-25,Quality check required
POL00995,PO00485,PRD0227,11,4015.89,44174.79,0,TND,2023-04-18,
POL00996,PO00485,PRD0076,46,21143.66,972608.41,46,TND,2023-04-18,
POL00997,PO00486,PRD0362,10,1275.31,12753.07,8,TND,2023-11-09,
POL00998,PO00487,PRD0335,33,11978.39,395287.01,18,TND,2024-09-09,
POL00999,PO00488,PRD0493,14,5214.38,73001.27,0,TND,2022-02-08,
POL01000,PO00489,PRD0257,21,8259.03,173439.53,10,TND,2024-11-04,
POL01001,PO00489,PRD0455,27,12933,349191.04,20,TND,2024-11-04,
POL01002,PO00490,PRD0160,19,21612.15,410630.91,11,TND,2022-10-19,Quality check required
POL01003,PO00490,PRD0082,23,16360.62,376294.37,2,TND,2022-10-19,
POL01004,PO00491,PRD0049,40,26963.93,1078557.18,21,TND,2024-07-06,
POL01005,PO00491,PRD0396,48,28447.12,1365461.66,26,TND,2024-07-06,
POL01006,PO00491,PRD0287,45,15217.45,684785.14,20,TND,2024-07-06,Rush order
POL01007,PO00492,PRD0010,30,13396.8,401903.9,3,TND,2024-04-30,
POL01008,PO00492,PRD0147,43,12076.59,519293.2,11,TND,2024-04-30,
POL01009,PO00492,PRD0341,32,21434.47,685903.16,26,TND,2024-04-30,
POL01010,PO00493,PRD0044,20,3733.69,74673.89,16,TND,2023-11-09,
POL01011,PO00494,PRD0045,16,6631.58,106105.22,6,TND,2024-12-11,
POL01012,PO00494,PRD0016,45,24495.37,1102291.56,27,TND,2024-12-11,
POL01013,PO00495,PRD0046,21,6757.34,141904.24,17,TND,2024-07-17,Rush order
POL01014,PO00495,PRD0065,32,24655.38,788972.11,27,TND,2024-07-17,Rush order
POL01015,PO00496,PRD0490,21,12784.88,268482.49,9,TND,2023-01-15,Quality check required
POL01016,PO00497,PRD0024,16,24973.39,399574.21,4,TND,2022-04-24,Quality check required
POL01017,PO00497,PRD0497,19,16011.36,304215.92,9,TND,2022-04-24,Quality check required
POL01018,PO00497,PRD0449,6,16808.39,100850.33,0,TND,2022-04-24,
POL01019,PO00498,PRD0171,28,244.43,6844.14,15,TND,2022-12-19,
POL01020,PO00499,PRD0159,20,4793.7,95874.03,11,TND,2024-12-30,
POL01021,PO00499,PRD0252,10,5942.62,59426.2,7,TND,2024-12-30,Quality check required
POL01022,PO00499,PRD0433,15,19497.12,292456.84,10,TND,2024-12-30,
POL01023,PO00500,PRD0348,16,22846.02,365536.31,12,TND,2022-10-17,Quality check required
POL01024,PO00500,PRD0065,37,35528.99,1314572.8,25,TND,2022-10-17,Quality check required
POL01025,PO00500,PRD0423,29,6005.46,174158.45,29,TND,2022-10-17,Rush order
POL01026,PO00501,PRD0401,13,23727.33,308455.23,4,TND,2023-07-30,
POL01027,PO00501,PRD0205,44,39428.25,1734843.11,28,TND,2023-07-30,Quality check required
POL01028,PO00501,PRD0488,33,13955.3,460524.79,32,TND,2023-07-30,Rush order
POL01029,PO00502,PRD0151,47,4911.89,230858.73,10,TND,2023-09-15,
POL01030,PO00502,PRD0243,18,17970.65,323471.7,11,TND,2023-09-15,
POL01031,PO00502,PRD0240,11,24802.77,272830.5,8,TND,2023-09-15,Rush order
POL01032,PO00503,PRD0290,13,27385.26,356008.36,3,TND,2023-12-28,Rush order
POL01033,PO00503,PRD0248,18,34113.74,614047.37,9,TND,2023-12-28,
POL01034,PO00503,PRD0155,31,6491.71,201243.03,24,TND,2023-12-28,
POL01035,PO00504,PRD0486,10,9535.82,95358.17,5,TND,2022-12-19,Quality check required
POL01036,PO00505,PRD0310,15,21613.61,324204.1,11,TND,2024-12-04,Rush order
POL01037,PO00505,PRD0378,16,10972.3,175556.85,0,TND,2024-12-04,Quality check required
POL01038,PO00506,PRD0354,10,393.3,3933.03,1,TND,2022-10-28,
POL01039,PO00506,PRD0142,44,34508.28,1518364.45,31,TND,2022-10-28,
POL01040,PO00506,PRD0411,10,5130.8,51308.05,8,TND,2022-10-28,
POL01041,PO00507,PRD0128,32,10055.7,321782.29,14,TND,2024-06-03,Rush order
POL01042,PO00507,PRD0002,48,12257.35,588352.68,37,TND,2024-06-03,Rush order
POL01043,PO00508,PRD0448,9,16511.79,148606.07,8,TND,2023-10-21,
POL01044,PO00508,PRD0443,31,5705.22,176861.69,1,TND,2023-10-21,Quality check required
POL01045,PO00508,PRD0258,6,3415.84,20495.05,2,TND,2023-10-21,
POL01046,PO00509,PRD0023,15,23131.49,346972.32,11,TND,2024-09-01,Rush order
POL01047,PO00510,PRD0337,10,27839.8,278398.02,2,TND,2025-01-16,
POL01048,PO00511,PRD0061,8,1328.98,10631.86,4,TND,2023-08-07,
POL01049,PO00512,PRD0487,20,23983.51,479670.27,15,TND,2024-12-29,
POL01050,PO00512,PRD0271,46,21841.57,1004712.18,32,TND,2024-12-29,Quality check required
POL01051,PO00512,PRD0218,8,17407.82,139262.55,3,TND,2024-12-29,
POL01052,PO00513,PRD0358,43,27529.95,1183788.02,28,TND,2024-05-31,
POL01053,PO00514,PRD0319,10,34504.05,345040.51,1,TND,2023-02-17,Rush order
POL01054,PO00514,PRD0310,5,16349.55,81747.73,1,TND,2023-02-17,Rush order
POL01055,PO00514,PRD0468,35,17456.17,610966,7,TND,2023-02-17,
POL01056,PO00515,PRD0385,11,34030.63,374336.94,9,TND,2023-12-16,Quality check required
POL01057,PO00516,PRD0285,11,3203.89,35242.78,10,TND,2024-04-08,Quality check required
POL01058,PO00516,PRD0213,14,20153.75,282152.56,12,TND,2024-04-08,Rush order
POL01059,PO00516,PRD0024,44,28743.94,1264733.28,3,TND,2024-04-08,
POL01060,PO00517,PRD0051,45,5130.21,230859.28,29,TND,2024-03-04,
POL01061,PO00517,PRD0298,28,7458.67,208842.8,0,TND,2024-03-04,
POL01062,PO00518,PRD0106,26,6576.08,170978.19,7,TND,2023-08-29,Rush order
POL01063,PO00519,PRD0085,15,19224.4,288365.98,14,TND,2023-09-15,
POL01064,PO00519,PRD0362,35,1264.44,44255.3,8,TND,2023-09-15,Quality check required
POL01065,PO00519,PRD0062,8,7836.16,62689.24,3,TND,2023-09-15,Quality check required
POL01066,PO00520,PRD0485,32,7136.95,228382.48,1,TND,2024-02-20,
POL01067,PO00521,PRD0263,14,7289.6,102054.41,2,TND,2022-10-28,
POL01068,PO00521,PRD0057,42,27272.31,1145437.19,40,TND,2022-10-28,Quality check required
POL01069,PO00521,PRD0399,36,12465.86,448770.89,7,TND,2022-10-28,
POL01070,PO00522,PRD0249,19,26654.58,506437.1,1,TND,2023-06-17,Quality check required
POL01071,PO00523,PRD0287,5,12407.3,62036.49,1,TND,2024-11-13,Rush order
POL01072,PO00523,PRD0443,48,6326.59,303676.24,46,TND,2024-11-13,
POL01073,PO00524,PRD0402,37,10300.01,381100.39,2,TND,2022-07-08,
POL01074,PO00524,PRD0181,21,19737.58,414489.21,21,TND,2022-07-08,Rush order
POL01075,PO00525,PRD0409,18,8421.59,151588.65,12,TND,2024-03-24,
POL01076,PO00526,PRD0497,30,18489.09,554672.62,18,TND,2023-07-28,
POL01077,PO00527,PRD0309,40,29749.71,1189988.2,22,TND,2024-11-28,Quality check required
POL01078,PO00527,PRD0343,47,29100.6,1367728.26,30,TND,2024-11-28,
POL01079,PO00528,PRD0411,27,5383.99,145367.7,2,TND,2024-11-16,Quality check required
POL01080,PO00528,PRD0227,12,3883.17,46598.1,3,TND,2024-11-16,
POL01081,PO00529,PRD0357,14,15738.85,220343.95,1,TND,2024-12-17,Rush order
POL01082,PO00529,PRD0384,12,27140.09,325681.07,6,TND,2024-12-17,Rush order
POL01083,PO00530,PRD0199,35,10754.03,376391.19,0,TND,2023-12-03,
POL01084,PO00531,PRD0187,46,11918.86,548267.66,33,TND,2022-12-31,Rush order
POL01085,PO00532,PRD0145,49,1259.1,61695.81,47,TND,2022-10-05,
POL01086,PO00533,PRD0276,23,12581.6,289376.81,17,TND,2023-08-06,Rush order
POL01087,PO00533,PRD0444,19,29201.43,554827.15,0,TND,2023-08-06,
POL01088,PO00533,PRD0114,11,18325.49,201580.4,11,TND,2023-08-06,Quality check required
POL01089,PO00534,PRD0415,19,20717.53,393633.12,1,TND,2022-06-26,
POL01090,PO00534,PRD0039,9,6799.23,61193.03,6,TND,2022-06-26,Quality check required
POL01091,PO00534,PRD0417,50,16129.1,806455.2,35,TND,2022-06-26,Quality check required
POL01092,PO00535,PRD0149,19,16110.68,306102.87,19,TND,2023-01-26,Rush order
POL01093,PO00535,PRD0207,40,18707.46,748298.35,5,TND,2023-01-26,
POL01094,PO00535,PRD0366,6,19719.66,118317.98,6,TND,2023-01-26,
POL01095,PO00536,PRD0467,14,20775.35,290854.85,7,TND,2023-12-29,
POL01096,PO00536,PRD0256,42,13026.64,547119.01,27,TND,2023-12-29,
POL01097,PO00537,PRD0242,25,31779.25,794481.29,23,TND,2023-08-06,
POL01098,PO00537,PRD0127,9,20064.83,180583.46,7,TND,2023-08-06,Quality check required
POL01099,PO00538,PRD0414,42,20497.34,860888.16,23,TND,2024-02-26,
POL01100,PO00538,PRD0051,11,4859.53,53454.85,5,TND,2024-02-26,Rush order
POL01101,PO00539,PRD0080,45,18383.68,827265.59,2,TND,2023-01-21,
POL01102,PO00539,PRD0193,19,7225.99,137293.83,12,TND,2023-01-21,
POL01103,PO00540,PRD0152,32,5763.98,184447.49,23,TND,2023-04-29,Rush order
POL01104,PO00541,PRD0396,7,27615.23,193306.63,5,TND,2023-07-24,
POL01105,PO00541,PRD0237,6,19206.11,115236.66,3,TND,2023-07-24,
POL01106,PO00542,PRD0424,12,10200.29,122403.52,5,TND,2023-01-10,Quality check required
POL01107,PO00543,PRD0387,46,26445.09,1216474.22,14,TND,2025-01-14,Quality check required
POL01108,PO00543,PRD0334,8,10927.08,87416.65,3,TND,2025-01-14,
POL01109,PO00544,PRD0163,38,3312.75,125884.34,1,TND,2022-08-12,
POL01110,PO00544,PRD0158,23,31593.14,726642.13,2,TND,2022-08-12,Rush order
POL01111,PO00545,PRD0434,16,6066.62,97065.88,12,TND,2024-07-06,
POL01112,PO00545,PRD0167,16,29213.47,467415.53,10,TND,2024-07-06,Rush order
POL01113,PO00545,PRD0362,30,1275.56,38266.76,21,TND,2024-07-06,
POL01114,PO00546,PRD0076,40,23973.61,958944.43,33,TND,2022-09-18,Rush order
POL01115,PO00546,PRD0458,33,1117.31,36871.12,26,TND,2022-09-18,Quality check required
POL01116,PO00547,PRD0070,29,3794.97,110054.1,21,TND,2022-05-01,
POL01117,PO00547,PRD0006,9,29029.24,261263.14,3,TND,2022-05-01,Rush order
POL01118,PO00548,PRD0373,30,17919.87,537596.16,15,TND,2024-09-25,Quality check required
POL01119,PO00549,PRD0071,38,1357.45,51582.97,27,TND,2023-02-04,
POL01120,PO00549,PRD0184,43,555.58,23890.12,3,TND,2023-02-04,Quality check required
POL01121,PO00549,PRD0310,49,22673.42,1110997.45,1,TND,2023-02-04,Rush order
POL01122,PO00550,PRD0471,42,5119.76,215029.97,14,TND,2022-09-07,
POL01123,PO00550,PRD0480,26,18589.05,483315.2,24,TND,2022-09-07,Rush order
POL01124,PO00550,PRD0268,21,12799.8,268795.76,0,TND,2022-09-07,Rush order
POL01125,PO00551,PRD0352,43,20912.89,899254.36,9,TND,2024-01-28,Quality check required
POL01126,PO00552,PRD0296,10,27852.44,278524.45,5,TND,2023-11-04,
POL01127,PO00553,PRD0220,5,7837.5,39187.5,2,TND,2023-10-22,
POL01128,PO00553,PRD0488,25,13175.81,329395.19,13,TND,2023-10-22,Quality check required
POL01129,PO00554,PRD0378,43,10572.37,454611.7,29,TND,2022-11-18,Quality check required
POL01130,PO00555,PRD0174,9,4316.23,38846.06,9,TND,2022-10-08,
POL01131,PO00555,PRD0177,38,9471.93,359933.19,16,TND,2022-10-08,
POL01132,PO00555,PRD0131,35,9993.06,349756.96,13,TND,2022-10-08,Quality check required
POL01133,PO00556,PRD0429,16,20354.8,325676.78,1,TND,2022-03-08,
POL01134,PO00556,PRD0067,46,2324.05,106906.23,9,TND,2022-03-08,Quality check required
POL01135,PO00556,PRD0234,9,2287.29,20585.57,7,TND,2022-03-08,Rush order
POL01136,PO00557,PRD0455,36,13607.77,489879.74,6,TND,2023-11-16,Quality check required
POL01137,PO00557,PRD0251,23,12650.87,290970.07,5,TND,2023-11-16,
POL01138,PO00557,PRD0219,28,17775.72,497720.14,3,TND,2023-11-16,Rush order
POL01139,PO00558,PRD0429,40,18099.48,723979.27,14,TND,2023-12-07,
POL01140,PO00558,PRD0283,11,27968.44,307652.79,6,TND,2023-12-07,
POL01141,PO00559,PRD0107,16,30523.05,488368.81,5,TND,2024-05-18,
POL01142,PO00560,PRD0383,41,30959.25,1269329.31,35,TND,2023-05-02,
POL01143,PO00561,PRD0456,48,13684.28,656845.33,25,TND,2023-09-17,Rush order
POL01144,PO00562,PRD0425,39,14805.74,577423.78,1,TND,2024-08-29,
POL01145,PO00562,PRD0040,6,29270.93,175625.59,1,TND,2024-08-29,
POL01146,PO00563,PRD0474,7,9990.28,69931.95,5,TND,2023-05-31,
POL01147,PO00563,PRD0100,23,32109.07,738508.51,18,TND,2023-05-31,
POL01148,PO00564,PRD0095,34,25568.51,869329.33,11,TND,2024-02-14,Rush order
POL01149,PO00565,PRD0193,12,6579.95,78959.43,12,TND,2022-02-13,Quality check required
POL01150,PO00565,PRD0296,22,25105.52,552321.35,14,TND,2022-02-13,Quality check required
POL01151,PO00566,PRD0469,39,6424.58,250558.81,14,TND,2023-04-01,
POL01152,PO00567,PRD0380,25,24286.08,607151.96,8,TND,2022-05-22,
POL01153,PO00568,PRD0452,44,30018.16,1320798.95,35,TND,2023-06-03,Rush order
POL01154,PO00569,PRD0358,43,32137.82,1381926.26,14,TND,2023-02-25,
POL01155,PO00570,PRD0359,36,18767.28,675622.21,11,TND,2024-11-08,
POL01156,PO00570,PRD0081,15,5526.72,82900.82,3,TND,2024-11-08,Quality check required
POL01157,PO00571,PRD0179,24,28541.13,684987.22,24,TND,2022-02-28,
POL01158,PO00572,PRD0031,50,20280.26,1014013.09,26,TND,2024-03-23,Quality check required
POL01159,PO00572,PRD0065,26,28932.02,752232.53,26,TND,2024-03-23,
POL01160,PO00573,PRD0442,24,3987.21,95693,11,TND,2023-02-11,
POL01161,PO00573,PRD0086,21,24169.23,507553.85,19,TND,2023-02-11,
POL01162,PO00574,PRD0012,37,17131.87,633879.31,34,TND,2025-02-23,Quality check required
POL01163,PO00574,PRD0232,5,26702.3,133511.48,3,TND,2025-02-23,Quality check required
POL01164,PO00575,PRD0386,6,19902.25,119413.52,1,TND,2025-01-11,
POL01165,PO00575,PRD0212,47,23083.25,1084912.75,45,TND,2025-01-11,
POL01166,PO00576,PRD0492,7,10297.07,72079.51,2,TND,2022-11-27,
POL01167,PO00576,PRD0432,28,9744.31,272840.78,24,TND,2022-11-27,Rush order
POL01168,PO00576,PRD0433,20,21973.57,439471.47,19,TND,2022-11-27,
POL01169,PO00577,PRD0133,7,22835.42,159847.97,3,TND,2023-07-16,
POL01170,PO00577,PRD0278,27,3403.72,91900.54,6,TND,2023-07-16,
POL01171,PO00578,PRD0089,15,11402.54,171038.09,7,TND,2023-03-15,Rush order
POL01172,PO00579,PRD0021,28,1265.29,35428.15,28,TND,2022-10-20,Rush order
POL01173,PO00580,PRD0437,44,26822.81,1180203.73,14,TND,2023-05-08,Rush order
POL01174,PO00580,PRD0499,50,6151.67,307583.58,43,TND,2023-05-08,
POL01175,PO00581,PRD0438,37,8425,311724.91,35,TND,2022-08-26,
POL01176,PO00582,PRD0356,17,59.26,1007.5,7,TND,2022-11-13,
POL01177,PO00582,PRD0402,23,11882.87,273305.96,7,TND,2022-11-13,Quality check required
POL01178,PO00583,PRD0304,5,19962.16,99810.8,4,TND,2023-12-03,
POL01179,PO00584,PRD0289,46,30705.8,1412466.57,14,TND,2022-10-02,
POL01180,PO00584,PRD0383,22,27560.49,606330.68,8,TND,2022-10-02,
POL01181,PO00585,PRD0451,33,17682.15,583511.02,21,TND,2024-09-01,
POL01182,PO00586,PRD0161,43,6732.62,289502.77,39,TND,2022-11-03,
POL01183,PO00586,PRD0465,12,30835.34,370024.03,2,TND,2022-11-03,
POL01184,PO00587,PRD0206,34,12572.98,427481.3,19,TND,2023-09-28,
POL01185,PO00587,PRD0102,15,27581.23,413718.39,2,TND,2023-09-28,
POL01186,PO00588,PRD0094,22,34217.25,752779.41,20,TND,2022-07-09,
POL01187,PO00588,PRD0305,33,13791.62,455123.41,21,TND,2022-07-09,
POL01188,PO00589,PRD0301,30,9725.79,291773.61,14,TND,2022-09-28,
POL01189,PO00590,PRD0118,30,4027.17,120815.16,4,TND,2022-10-11,Quality check required
POL01190,PO00590,PRD0052,22,17266.63,379865.96,15,TND,2022-10-11,Rush order
POL01191,PO00590,PRD0247,37,17175.57,635496.13,25,TND,2022-10-11,Rush order
POL01192,PO00591,PRD0053,49,4884.34,239332.87,1,TND,2022-06-09,
POL01193,PO00591,PRD0460,33,9965.97,328876.88,14,TND,2022-06-09,
POL01194,PO00592,PRD0293,47,27287.44,1282509.8,47,TND,2024-07-06,
POL01195,PO00593,PRD0162,8,23878.42,191027.33,3,TND,2024-05-03,
POL01196,PO00593,PRD0448,9,15956.28,143606.5,5,TND,2024-05-03,
POL01197,PO00594,PRD0182,22,30065.3,661436.58,6,TND,2022-04-20,
POL01198,PO00594,PRD0006,45,28491.1,1282099.42,6,TND,2022-04-20,Rush order
POL01199,PO00595,PRD0342,38,7970.42,302876.08,28,TND,2024-10-15,Quality check required
POL01200,PO00596,PRD0237,43,17892.9,769394.67,8,TND,2023-09-17,Rush order
POL01201,PO00596,PRD0327,21,2077.11,43619.26,4,TND,2023-09-17,
POL01202,PO00596,PRD0072,37,20787.48,769136.7,34,TND,2023-09-17,
POL01203,PO00597,PRD0420,25,11101.16,277529.01,22,TND,2024-02-12,
POL01204,PO00597,PRD0131,42,9816.3,412284.56,11,TND,2024-02-12,
POL01205,PO00597,PRD0322,39,14292.1,557392.05,30,TND,2024-02-12,Quality check required
POL01206,PO00598,PRD0221,29,2837.35,82283.1,26,TND,2022-11-05,
POL01207,PO00599,PRD0493,20,4064.24,81284.78,5,TND,2024-06-26,
POL01208,PO00600,PRD0286,44,23335.13,1026745.53,3,TND,2023-01-01,
POL01209,PO00600,PRD0221,50,2676.75,133837.26,34,TND,2023-01-01,Rush order
POL01210,PO00600,PRD0182,22,37734.37,830156.03,1,TND,2023-01-01,
