"  erp_inventory  ·  1,500 lignes  ·  7 colonnes",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
INVI01115,PRD0261,Singapore-Hub,4589,229,39135.4,2024-11-14
INVI01116,PRD0496,Amsterdam-Port,3967,282,2695.73,2023-03-03
INVI01117,PRD0430,Milan-North,1536,299,23487.03,2024-12-13
INVI01118,PRD0074,Milan-North,4834,64,31847.87,2024-12-10
INVI01119,PRD0413,Singapore-Hub,3764,80,22338.65,2023-07-19
INVI01120,PRD0366,New York-NJ,16,246,25414.46,2024-05-01
INVI01121,PRD0149,Amsterdam-Port,164,115,2469.48,2023-06-11
INVI01122,PRD0180,New York-NJ,482,61,11754.82,2023-07-25
INVI01123,PRD0461,Frankfurt-Main,3350,224,15885.89,2024-05-21
INVI01124,PRD0239,Milan-North,1209,172,31060.91,2023-01-01
INVI01125,PRD0225,Frankfurt-Main,1275,275,17926.26,2024-12-24
INVI01126,PRD0377,Singapore-Hub,840,162,17210.38,2023-11-30
INVI01127,PRD0005,New York-NJ,2421,95,39983.24,2024-04-14
INVI01128,PRD0081,Zurich-Center,4976,284,960.11,2023-10-29
INVI01129,PRD0108,Dubai-Jebel Ali,4487,211,4045.66,2024-02-21
INVI01130,PRD0237,New York-NJ,1109,288,34587.07,2024-03-24
INVI01131,PRD0018,London-Heathrow,2848,129,9878.06,2023-03-15
INVI01132,PRD0203,Amsterdam-Port,4706,67,12756.32,2023-11-13
INVI01133,PRD0216,Madrid-Central,3952,82,13431.83,2023-02-25
INVI01134,PRD0423,Madrid-Central,3145,256,18706.38,2024-06-08
INVI01135,PRD0081,Paris-CDG,1672,161,24821.77,2024-02-05
INVI01136,PRD0356,Frankfurt-Main,2623,231,31825.66,2023-12-26
INVI01137,PRD0017,London-Heathrow,3218,283,2605.38,2023-09-21
INVI01138,PRD0016,Zurich-Center,3860,107,3762,2023-05-19
INVI01139,PRD0080,Paris-CDG,3538,148,17573.32,2024-02-20
INVI01140,PRD0497,Milan-North,2346,217,190.1,2023-08-28
INVI01141,PRD0377,London-Heathrow,2275,90,25095.85,2024-10-29
INVI01142,PRD0059,New York-NJ,4630,121,8865.76,2023-08-18
INVI01143,PRD0360,London-Heathrow,4100,240,17384.75,2023-03-17
INVI01144,PRD0239,Dubai-Jebel Ali,98,143,22169.74,2023-03-11
INVI01145,PRD0123,Dubai-Jebel Ali,262,294,13330.59,2023-08-18
INVI01146,PRD0096,Frankfurt-Main,1831,146,31035.15,2024-03-30
INVI01147,PRD0439,Dubai-Jebel Ali,4588,148,11878.57,2023-12-07
INVI01148,PRD0427,Milan-North,1092,154,4426.34,2023-05-03
INVI01149,PRD0016,Singapore-Hub,91,238,13924.27,2024-01-10
INVI01150,PRD0255,Paris-CDG,2983,296,38278.46,2024-09-29
INVI01151,PRD0485,Milan-North,295,193,15951.14,2024-05-19
INVI01152,PRD0456,Madrid-Central,2369,73,5085.76,2023-07-15
INVI01153,PRD0176,Zurich-Center,4772,264,34037.6,2024-12-16
INVI01154,PRD0280,Zurich-Center,3555,217,6949.93,2023-11-22
INVI01155,PRD0288,New York-NJ,4888,88,34972.76,2023-09-10
INVI01156,PRD0161,New York-NJ,204,58,15327.37,2023-07-11
INVI01157,PRD0172,Milan-North,515,143,3513.95,2024-08-24
INVI01158,PRD0447,Singapore-Hub,2975,69,34642.64,2023-07-25
INVI01159,PRD0244,Dubai-Jebel Ali,2051,200,13396.33,2023-03-10
INVI01160,PRD0428,London-Heathrow,3721,255,7931.46,2023-09-15
INVI01161,PRD0414,Milan-North,4341,215,815.36,2023-03-09
INVI01162,PRD0320,Singapore-Hub,3466,226,6396.95,2023-07-22
INVI01163,PRD0481,Madrid-Central,3415,245,3585.4,2023-10-11
INVI01164,PRD0350,New York-NJ,630,131,5964.91,2024-12-17
INVI01165,PRD0412,New York-NJ,2747,113,6063.71,2023-05-25
INVI01166,PRD0066,Madrid-Central,3683,60,29663.65,2024-06-06
INVI01167,PRD0049,Paris-CDG,878,119,21130.46,2023-04-21
INVI01168,PRD0086,Zurich-Center,3626,68,24624.63,2024-07-02
INVI01169,PRD0140,Paris-CDG,4551,203,35191.27,2024-11-05
INVI01170,PRD0129,Amsterdam-Port,3665,246,31641.27,2023-11-06
INVI01171,PRD0284,Frankfurt-Main,1112,278,16085.96,2023-04-23
INVI01172,PRD0250,Zurich-Center,2045,52,29118.57,2024-06-17
INVI01173,PRD0437,Paris-CDG,2651,181,21682.76,2024-08-29
INVI01174,PRD0312,Paris-CDG,2700,268,26182.29,2024-06-04
INVI01175,PRD0022,Dubai-Jebel Ali,989,118,662.83,2023-08-10
INVI01176,PRD0145,Paris-CDG,2784,58,22123.59,2023-04-26
INVI01177,PRD0356,Paris-CDG,2777,146,39237.52,2024-12-28
INVI01178,PRD0114,Milan-North,4245,234,32947.6,2024-03-18
INVI01179,PRD0415,Zurich-Center,4835,59,25397.85,2023-04-19
INVI01180,PRD0399,Amsterdam-Port,561,74,16449.07,2024-02-29
INVI01181,PRD0292,Madrid-Central,3424,55,35590.54,2024-10-13
INVI01182,PRD0039,London-Heathrow,2380,281,17217.98,2024-04-03
INVI01183,PRD0425,New York-NJ,2115,86,20238.69,2023-06-02
INVI01184,PRD0362,Milan-North,4636,184,34560.72,2024-02-11
INVI01185,PRD0398,London-Heathrow,422,167,32733.49,2023-10-01
INVI01186,PRD0319,Dubai-Jebel Ali,4587,250,33571.04,2024-08-21
INVI01187,PRD0462,Milan-North,4905,69,33892.46,2024-02-03
INVI01188,PRD0003,Zurich-Center,1217,50,9802.76,2023-03-22
INVI01189,PRD0371,Madrid-Central,3544,144,16701.78,2024-12-04
INVI01190,PRD0182,Singapore-Hub,982,244,16794.4,2023-12-29
INVI01191,PRD0252,Dubai-Jebel Ali,790,104,927.53,2024-08-11
INVI01192,PRD0320,Milan-North,469,127,9420.13,2024-05-28
INVI01193,PRD0292,New York-NJ,2381,216,4035.07,2023-10-05
INVI01194,PRD0181,Paris-CDG,4328,148,5783.84,2024-12-24
INVI01195,PRD0478,Zurich-Center,2645,98,31776.39,2023-05-14
INVI01196,PRD0394,London-Heathrow,1852,55,18881.11,2023-06-01
INVI01197,PRD0139,Dubai-Jebel Ali,4007,148,10201.83,2023-07-10
INVI01198,PRD0212,Frankfurt-Main,1782,221,34658.96,2024-01-08
INVI01199,PRD0418,Milan-North,4014,114,12837.38,2024-02-11
INVI01200,PRD0061,Dubai-Jebel Ali,109,226,12930.02,2024-05-31
INVI01201,PRD0103,Zurich-Center,2010,129,35382.8,2023-02-07
INVI01202,PRD0266,Amsterdam-Port,3022,119,25346.9,2023-10-13
INVI01203,PRD0431,London-Heathrow,3881,181,21225.42,2024-08-01
INVI01204,PRD0280,Dubai-Jebel Ali,1023,200,6895.95,2024-03-19
INVI01205,PRD0314,New York-NJ,3054,147,24536.72,2023-07-02
INVI01206,PRD0190,Zurich-Center,3397,257,5700.03,2024-04-14
INVI01207,PRD0224,London-Heathrow,1137,111,16584.44,2023-08-30
INVI01208,PRD0043,London-Heathrow,3850,137,9243.22,2023-09-18
INVI01209,PRD0063,Dubai-Jebel Ali,1686,206,29586.41,2024-12-21
INVI01210,PRD0386,Milan-North,2778,212,39605.09,2024-07-28
INVI01211,PRD0421,Paris-CDG,1318,281,38476.77,2023-05-18
INVI01212,PRD0458,Dubai-Jebel Ali,145,72,34438.53,2024-05-24
INVI01213,PRD0042,Paris-CDG,3444,83,22569.86,2024-01-07
INVI01214,PRD0445,Paris-CDG,1093,241,15475.25,2024-08-08
INVI01215,PRD0147,Madrid-Central,3725,107,31082.26,2024-11-13
INVI01216,PRD0110,Madrid-Central,782,275,33560.8,2023-10-16
INVI01217,PRD0357,Amsterdam-Port,599,57,29724.51,2023-07-10
INVI01218,PRD0487,Amsterdam-Port,1013,261,21152.95,2024-11-09
INVI01219,PRD0384,New York-NJ,3839,269,22933.28,2023-02-21
INVI01220,PRD0455,New York-NJ,3457,213,19464.37,2023-09-21
INVI01221,PRD0241,Singapore-Hub,1112,242,2088.57,2023-04-10
INVI01222,PRD0041,Paris-CDG,2418,50,22061.14,2024-06-05
INVI01223,PRD0129,Amsterdam-Port,3836,266,22321.21,2024-02-08
INVI01224,PRD0010,Frankfurt-Main,4474,164,18761.65,2024-05-02
INVI01225,PRD0403,Zurich-Center,2832,214,8883.12,2023-10-17
INVI01226,PRD0073,London-Heathrow,2658,104,23667.08,2024-09-22
INVI01227,PRD0067,London-Heathrow,2160,82,14416.13,2024-05-19
INVI01228,PRD0245,Singapore-Hub,1486,166,18258.39,2024-01-06
INVI01229,PRD0229,Milan-North,392,92,39805.04,2024-11-05
INVI01230,PRD0412,Dubai-Jebel Ali,4305,274,13784.11,2023-04-06
INVI01231,PRD0052,Madrid-Central,4311,129,17290.4,2023-02-05
INVI01232,PRD0117,New York-NJ,1553,185,9227.11,2024-02-10
INVI01233,PRD0365,Dubai-Jebel Ali,4007,188,33290.76,2023-11-01
INVI01234,PRD0091,Paris-CDG,2337,168,13262.4,2024-12-05
INVI01235,PRD0321,Zurich-Center,4591,113,14752.88,2024-05-30
INVI01236,PRD0406,Zurich-Center,2548,164,30117.6,2023-02-27
INVI01237,PRD0451,New York-NJ,4720,229,38088.14,2023-09-08
INVI01238,PRD0350,Zurich-Center,1455,184,13626.51,2023-05-14
INVI01239,PRD0331,Paris-CDG,1230,299,37349.74,2023-11-14
INVI01240,PRD0209,Frankfurt-Main,3438,232,26613.28,2024-10-22
INVI01241,PRD0243,Zurich-Center,2374,155,29850.29,2024-03-31
INVI01242,PRD0331,Singapore-Hub,4303,220,31728.39,2024-06-16
INVI01243,PRD0390,Zurich-Center,4233,251,17392.04,2024-02-29
INVI01244,PRD0383,Frankfurt-Main,1841,272,22976.17,2024-09-25
INVI01245,PRD0368,Madrid-Central,2687,300,31411.66,2023-05-19
INVI01246,PRD0361,Frankfurt-Main,940,232,22419.8,2024-03-24
INVI01247,PRD0089,Amsterdam-Port,2721,296,25221.98,2023-03-31
INVI01248,PRD0317,Madrid-Central,3773,104,19783.29,2024-08-07
INVI01249,PRD0217,London-Heathrow,3285,222,7884.15,2024-08-20
INVI01250,PRD0195,Milan-North,2392,246,38398.27,2024-09-29
INVI01251,PRD0450,Singapore-Hub,3807,195,3454.07,2024-05-05
INVI01252,PRD0284,London-Heathrow,1107,55,1778.82,2024-10-22
INVI01253,PRD0064,Paris-CDG,247,74,29699.35,2023-07-02
INVI01254,PRD0259,New York-NJ,3409,202,2327.19,2023-07-06
INVI01255,PRD0164,Frankfurt-Main,2636,175,12948.05,2023-12-15
INVI01256,PRD0056,Madrid-Central,4773,246,30195.13,2023-02-13
INVI01257,PRD0290,New York-NJ,3647,75,25306.01,2024-11-17
INVI01258,PRD0412,Paris-CDG,4188,52,82.56,2023-09-29
INVI01259,PRD0324,Milan-North,4217,227,19360.22,2023-07-07
INVI01260,PRD0140,London-Heathrow,1429,173,34315.17,2024-10-18
INVI01261,PRD0151,Zurich-Center,3228,158,13995.85,2024-11-06
INVI01262,PRD0066,Zurich-Center,2436,258,20660.65,2023-02-15
INVI01263,PRD0487,Milan-North,941,166,4989.42,2024-04-20
INVI01264,PRD0080,Milan-North,523,96,26108.34,2023-09-20
INVI01265,PRD0106,Amsterdam-Port,2683,109,37782.98,2024-04-19
INVI01266,PRD0192,Singapore-Hub,3965,177,17782.21,2023-09-14
INVI01267,PRD0463,London-Heathrow,3178,254,33322.41,2023-12-09
INVI01268,PRD0273,Singapore-Hub,2643,62,8288.54,2023-03-13
INVI01269,PRD0005,Madrid-Central,4835,162,23978.64,2023-09-20
INVI01270,PRD0001,Singapore-Hub,3910,69,25189.34,2024-12-03
INVI01271,PRD0322,London-Heathrow,4177,57,38223.73,2024-02-27
INVI01272,PRD0044,Zurich-Center,4885,59,19265.14,2023-09-28
INVI01273,PRD0202,New York-NJ,3377,204,30522.56,2024-11-15
INVI01274,PRD0140,Singapore-Hub,1241,253,33790.46,2023-04-03
INVI01275,PRD0236,Frankfurt-Main,1394,124,30726.5,2024-01-13
INVI01276,PRD0200,New York-NJ,4099,218,32390.53,2023-02-21
INVI01277,PRD0112,London-Heathrow,2852,243,7905.08,2024-08-09
INVI01278,PRD0191,London-Heathrow,2968,133,21290.12,2024-01-24
INVI01279,PRD0251,Amsterdam-Port,2622,236,440.59,2024-07-27
INVI01280,PRD0389,Frankfurt-Main,453,219,19978.78,2024-06-19
INVI01281,PRD0353,Amsterdam-Port,4877,126,32471.46,2024-01-31
INVI01282,PRD0138,New York-NJ,589,96,27200.99,2023-04-01
INVI01283,PRD0134,Zurich-Center,4976,102,26257.31,2024-11-17
INVI01284,PRD0478,Amsterdam-Port,879,247,22932.96,2023-06-30
INVI01285,PRD0441,Singapore-Hub,2734,150,27927.47,2023-09-19
INVI01286,PRD0115,Zurich-Center,313,199,12748.17,2024-10-06
INVI01287,PRD0310,Milan-North,3221,277,39685.21,2023-08-11
INVI01288,PRD0009,Paris-CDG,3226,101,15614.93,2024-12-29
INVI01289,PRD0474,Frankfurt-Main,440,141,27159.33,2024-02-03
INVI01290,PRD0133,Paris-CDG,3648,180,18503.58,2024-12-30
INVI01291,PRD0434,Paris-CDG,2461,264,36381.73,2023-04-21
INVI01292,PRD0047,Amsterdam-Port,2981,245,34544.86,2023-07-20
INVI01293,PRD0448,Singapore-Hub,2018,204,16636.33,2023-06-13
INVI01294,PRD0248,London-Heathrow,4879,131,23238.18,2024-07-11
INVI01295,PRD0201,Singapore-Hub,3774,170,27884.98,2023-12-09
INVI01296,PRD0185,Madrid-Central,4233,201,23399.12,2023-02-07
INVI01297,PRD0243,Frankfurt-Main,1492,227,23520.86,2024-09-11
INVI01298,PRD0197,Zurich-Center,4926,288,3862.04,2023-10-27
INVI01299,PRD0361,Dubai-Jebel Ali,1499,299,32887.25,2024-05-04
INVI01300,PRD0005,Paris-CDG,1042,196,9906.54,2024-12-13
INVI01301,PRD0423,Frankfurt-Main,1737,82,15655.97,2024-08-08
INVI01302,PRD0100,Singapore-Hub,2144,157,808.06,2023-03-07
INVI01303,PRD0128,New York-NJ,4464,266,21439.06,2023-03-19
INVI01304,PRD0185,Singapore-Hub,3948,71,27733.68,2024-09-14
INVI01305,PRD0035,Dubai-Jebel Ali,2178,94,28021.38,2024-10-23
INVI01306,PRD0192,Frankfurt-Main,4836,140,31863.95,2023-03-29
INVI01307,PRD0243,New York-NJ,2986,136,22327.84,2023-06-10
INVI01308,PRD0080,Amsterdam-Port,3019,142,35318.74,2024-12-08
INVI01309,PRD0280,Milan-North,4557,175,26733.87,2024-03-23
INVI01310,PRD0100,Paris-CDG,1239,246,5930.73,2024-12-31
INVI01311,PRD0091,Zurich-Center,1825,254,9436.79,2023-05-28
INVI01312,PRD0279,Singapore-Hub,4318,206,19924.16,2024-01-19
INVI01313,PRD0372,Amsterdam-Port,2873,255,36219.9,2024-10-26
INVI01314,PRD0210,Madrid-Central,3968,291,6282.81,2024-06-22
INVI01315,PRD0341,Madrid-Central,4086,118,16506.16,2024-11-23
INVI01316,PRD0185,Milan-North,277,166,27384.25,2024-06-16
INVI01317,PRD0126,Frankfurt-Main,80,286,38596.9,2024-07-17
INVI01318,PRD0486,Milan-North,403,184,21862.31,2024-07-06
INVI01319,PRD0246,Milan-North,3302,239,12433.75,2023-12-26
INVI01320,PRD0385,Paris-CDG,2772,188,4462.35,2023-01-13
INVI01321,PRD0164,Dubai-Jebel Ali,86,77,80.31,2024-10-19
INVI01322,PRD0285,New York-NJ,3985,202,19683.06,2023-09-24
INVI01323,PRD0130,Singapore-Hub,3565,70,23539.12,2024-04-02
INVI01324,PRD0273,Dubai-Jebel Ali,3496,146,7770.58,2024-01-29
INVI01325,PRD0403,Madrid-Central,3183,245,13233.16,2023-08-13
INVI01326,PRD0120,Madrid-Central,3638,163,11074.56,2024-08-10
INVI01327,PRD0210,Amsterdam-Port,1627,293,19190.88,2023-06-01
INVI01328,PRD0080,New York-NJ,1394,178,4595.44,2023-03-18
INVI01329,PRD0177,Paris-CDG,1485,105,19407.23,2023-07-31
INVI01330,PRD0282,Singapore-Hub,2006,123,39477.99,2023-02-21
INVI01331,PRD0166,London-Heathrow,944,203,11605.9,2023-11-24
INVI01332,PRD0466,Paris-CDG,2068,171,5239.96,2024-03-02
INVI01333,PRD0014,Zurich-Center,3917,271,36367.47,2024-07-31
INVI01334,PRD0219,London-Heathrow,4875,69,10801.86,2024-08-24
INVI01335,PRD0250,Singapore-Hub,1935,299,38810.25,2024-01-22
INVI01336,PRD0009,Zurich-Center,4363,242,29664.49,2023-11-21
INVI01337,PRD0298,Frankfurt-Main,4968,192,3743.49,2023-11-02
INVI01338,PRD0249,Amsterdam-Port,3185,161,14606.25,2024-09-20
INVI01339,PRD0226,Dubai-Jebel Ali,4318,139,20968.43,2023-11-03
INVI01340,PRD0260,Zurich-Center,2837,281,26190.08,2024-01-06
INVI01341,PRD0232,Frankfurt-Main,2004,78,31995.57,2024-09-18
INVI01342,PRD0275,Madrid-Central,2149,117,38324.67,2024-09-07
INVI01343,PRD0478,New York-NJ,528,285,17416.93,2024-08-01
INVI01344,PRD0164,London-Heathrow,2776,172,10053.96,2024-05-03
INVI01345,PRD0248,Madrid-Central,1941,162,25615.6,2023-03-23
INVI01346,PRD0073,Amsterdam-Port,4158,120,20618.23,2024-03-31
INVI01347,PRD0190,New York-NJ,595,251,34290.84,2024-09-27
INVI01348,PRD0042,Dubai-Jebel Ali,4610,263,20775.61,2023-12-07
INVI01349,PRD0192,Singapore-Hub,4854,272,26759.17,2023-08-15
INVI01350,PRD0065,London-Heathrow,4871,60,25577.23,2023-01-30
INVI01351,PRD0471,Paris-CDG,2651,200,511.57,2023-10-21
INVI01352,PRD0180,Frankfurt-Main,3589,108,15203.77,2024-07-17
INVI01353,PRD0187,Madrid-Central,265,132,29179.69,2023-03-10
INVI01354,PRD0293,Amsterdam-Port,2271,127,37023.82,2023-10-25
INVI01355,PRD0210,London-Heathrow,3844,76,39227.41,2023-07-12
INVI01356,PRD0313,Amsterdam-Port,2023,290,35336.17,2023-02-26
INVI01357,PRD0397,New York-NJ,2754,110,8103.09,2023-07-19
INVI01358,PRD0449,Milan-North,3869,130,37309.44,2024-08-22
INVI01359,PRD0344,Dubai-Jebel Ali,164,196,15850.14,2023-06-10
INVI01360,PRD0258,London-Heathrow,983,202,16145.51,2023-01-01
INVI01361,PRD0269,Singapore-Hub,4588,175,30561.01,2023-11-30
INVI01362,PRD0325,Singapore-Hub,4130,216,34385.37,2023-05-30
INVI01363,PRD0399,Singapore-Hub,1559,169,34080.54,2024-03-11
INVI01364,PRD0127,Paris-CDG,4816,288,18765.14,2023-08-13
INVI01365,PRD0298,Dubai-Jebel Ali,2025,272,17505.04,2024-01-30
INVI01366,PRD0211,Paris-CDG,4663,177,26300.72,2024-05-25
INVI01367,PRD0258,Milan-North,2744,299,465.18,2023-02-26
INVI01368,PRD0352,Madrid-Central,2272,143,26477.15,2024-03-30
INVI01369,PRD0361,London-Heathrow,4920,152,6299.98,2024-09-16
INVI01370,PRD0459,Paris-CDG,669,54,37164.61,2024-09-18
INVI01371,PRD0119,London-Heathrow,1208,153,14240.58,2024-04-04
INVI01372,PRD0265,London-Heathrow,2831,124,15444.73,2023-01-17
INVI01373,PRD0171,Zurich-Center,2492,221,3154.81,2023-12-26
INVI01374,PRD0218,Singapore-Hub,991,67,18363.34,2023-11-24
INVI01375,PRD0105,Zurich-Center,4514,265,30830.45,2024-03-28
INVI01376,PRD0085,Madrid-Central,2586,191,3640.62,2024-08-27
INVI01377,PRD0403,Dubai-Jebel Ali,3771,221,1391.27,2024-06-02
INVI01378,PRD0344,Dubai-Jebel Ali,2491,51,19803.87,2024-12-29
INVI01379,PRD0162,Amsterdam-Port,4510,256,108.75,2023-07-20
INVI01380,PRD0380,New York-NJ,2774,208,25073.7,2023-05-26
INVI01381,PRD0224,Dubai-Jebel Ali,1777,272,24776.16,2024-01-15
INVI01382,PRD0018,Singapore-Hub,196,139,3301.21,2023-07-14
INVI01383,PRD0437,Paris-CDG,3348,205,16628.01,2023-07-06
INVI01384,PRD0034,London-Heathrow,4380,77,12716.53,2024-07-14
INVI01385,PRD0125,Dubai-Jebel Ali,3685,250,1143.18,2023-07-07
INVI01386,PRD0248,Dubai-Jebel Ali,2732,107,18002.83,2024-07-24
INVI01387,PRD0395,London-Heathrow,914,123,39141.38,2024-08-10
INVI01388,PRD0088,Madrid-Central,691,107,18935.89,2024-05-05
INVI01389,PRD0124,Paris-CDG,3490,226,7704.8,2023-02-06
INVI01390,PRD0425,Dubai-Jebel Ali,3047,185,8645.72,2024-02-22
INVI01391,PRD0287,Madrid-Central,4111,102,39111.55,2024-03-11
INVI01392,PRD0399,Dubai-Jebel Ali,1012,158,17732.96,2023-07-23
INVI01393,PRD0275,New York-NJ,3486,136,26675,2023-02-17
INVI01394,PRD0479,New York-NJ,3889,173,14868.31,2023-12-25
INVI01395,PRD0289,Milan-North,3677,250,9755.68,2023-12-01
INVI01396,PRD0149,Frankfurt-Main,24,131,37738.81,2024-10-16
INVI01397,PRD0343,Singapore-Hub,3943,280,26364.41,2023-12-29
INVI01398,PRD0007,Madrid-Central,320,95,13141.82,2024-06-29
INVI01399,PRD0334,Zurich-Center,4113,190,2606.38,2024-10-05
INVI01400,PRD0277,Milan-North,2665,185,17913.21,2023-08-05
INVI01401,PRD0176,Singapore-Hub,4127,124,30247.75,2024-04-28
INVI01402,PRD0323,London-Heathrow,380,184,870.78,2023-10-23
INVI01403,PRD0482,Frankfurt-Main,134,253,11464.61,2024-01-14
INVI01404,PRD0031,Singapore-Hub,2481,198,9802.91,2024-02-20
INVI01405,PRD0195,Paris-CDG,4284,221,4772.92,2024-11-27
INVI01406,PRD0421,Frankfurt-Main,704,137,25415.78,2024-10-06
INVI01407,PRD0196,New York-NJ,731,109,25923.19,2023-01-18
INVI01408,PRD0361,Madrid-Central,3608,219,26183.1,2023-02-16
INVI01409,PRD0022,Paris-CDG,2554,135,22088.8,2023-02-04
INVI01410,PRD0486,Dubai-Jebel Ali,4810,85,5222.32,2024-05-04
INVI01411,PRD0012,New York-NJ,4675,209,27277.21,2024-10-28
INVI01412,PRD0197,Madrid-Central,4972,252,12323.87,2023-09-05
INVI01413,PRD0171,New York-NJ,2853,239,27846.55,2024-10-27
INVI01414,PRD0423,Dubai-Jebel Ali,333,285,27116.28,2024-11-02
INVI01415,PRD0202,Amsterdam-Port,4607,105,16149.93,2024-05-13
INVI01416,PRD0072,London-Heathrow,2493,142,13021.79,2024-06-06
INVI01417,PRD0470,Frankfurt-Main,3969,59,20968.62,2023-08-15
INVI01418,PRD0121,Milan-North,529,250,30531.83,2023-10-31
INVI01419,PRD0447,London-Heathrow,2135,119,25883.22,2024-09-19
INVI01420,PRD0323,New York-NJ,3288,229,9926.43,2024-09-14
INVI01421,PRD0019,Paris-CDG,285,116,14291.5,2024-08-28
INVI01422,PRD0465,Dubai-Jebel Ali,148,119,28065,2024-07-17
INVI01423,PRD0445,Dubai-Jebel Ali,3417,176,25286.01,2023-11-20
INVI01424,PRD0054,Madrid-Central,83,225,23022.63,2023-04-23
INVI01425,PRD0379,Singapore-Hub,417,194,23190.39,2024-04-03
INVI01426,PRD0108,Frankfurt-Main,4078,261,576.19,2024-08-27
INVI01427,PRD0257,Frankfurt-Main,3260,298,16263.29,2024-06-30
INVI01428,PRD0467,Dubai-Jebel Ali,840,107,35734.84,2023-08-24
INVI01429,PRD0440,Dubai-Jebel Ali,2408,147,24117.47,2024-11-26
INVI01430,PRD0093,Dubai-Jebel Ali,785,143,2204.87,2024-01-26
INVI01431,PRD0130,Milan-North,2139,287,16365.98,2023-06-07
INVI01432,PRD0190,Singapore-Hub,1897,78,6208.41,2023-12-24
INVI01433,PRD0113,New York-NJ,884,82,17666.18,2024-08-30
INVI01434,PRD0257,Singapore-Hub,3233,94,30815.67,2023-06-15
INVI01435,PRD0403,Zurich-Center,2905,287,19936.9,2024-10-16
INVI01436,PRD0300,Madrid-Central,4000,121,14567.12,2024-07-22
INVI01437,PRD0031,Zurich-Center,4141,207,31350.1,2023-05-03
INVI01438,PRD0239,Amsterdam-Port,1806,72,30342.62,2024-05-22
INVI01439,PRD0049,New York-NJ,301,278,11124.25,2024-01-27
INVI01440,PRD0481,Frankfurt-Main,2171,263,36331.08,2023-09-16
INVI01441,PRD0230,Frankfurt-Main,3419,135,1494.94,2023-09-29
INVI01442,PRD0135,Frankfurt-Main,3030,97,17217.01,2023-10-18
INVI01443,PRD0496,Milan-North,4097,239,25322.23,2024-09-05
INVI01444,PRD0463,New York-NJ,4882,123,29141.45,2024-01-13
INVI01445,PRD0132,Frankfurt-Main,4696,254,35341.32,2023-08-13
INVI01446,PRD0478,Singapore-Hub,4568,61,10186.53,2024-06-02
INVI01447,PRD0249,New York-NJ,1106,55,24125.56,2024-07-14
INVI01448,PRD0414,Amsterdam-Port,3639,113,23777.29,2023-11-30
INVI01449,PRD0377,London-Heathrow,2559,280,6961.3,2024-05-01
INVI01450,PRD0344,New York-NJ,19,230,32069.87,2023-10-16
INVI01451,PRD0338,Frankfurt-Main,2547,161,10475.95,2023-10-04
INVI01452,PRD0002,London-Heathrow,3566,227,4976.49,2023-12-27
INVI01453,PRD0098,Madrid-Central,1269,133,14141.81,2024-01-30
INVI01454,PRD0045,Dubai-Jebel Ali,1617,86,32693.86,2024-03-16
INVI01455,PRD0369,London-Heathrow,723,103,21343.83,2023-05-06
INVI01456,PRD0442,Milan-North,2823,68,33701.78,2024-08-12
INVI01457,PRD0342,Milan-North,2237,288,5318.31,2024-10-05
INVI01458,PRD0186,London-Heathrow,3942,136,285,2024-02-16
INVI01459,PRD0463,Dubai-Jebel Ali,4123,213,2489.12,2023-10-08
INVI01460,PRD0332,Dubai-Jebel Ali,1408,228,549.5,2023-06-10
INVI01461,PRD0242,Frankfurt-Main,1239,150,7542.13,2023-11-11
INVI01462,PRD0017,London-Heathrow,1735,175,21189.33,2023-04-18
INVI01463,PRD0376,Amsterdam-Port,1240,154,18805.09,2024-04-07
INVI01464,PRD0127,Amsterdam-Port,1266,274,16388.86,2024-04-04
INVI01465,PRD0229,New York-NJ,3596,124,17388,2024-09-21
INVI01466,PRD0172,Dubai-Jebel Ali,4167,270,4962.37,2024-10-11
INVI01467,PRD0433,Madrid-Central,3152,187,38781.87,2024-10-17
INVI01468,PRD0362,Singapore-Hub,2410,199,27446.1,2024-08-11
INVI01469,PRD0149,Madrid-Central,4973,206,7771.42,2023-03-16
INVI01470,PRD0104,New York-NJ,4005,138,25495.51,2024-05-21
INVI01471,PRD0081,New York-NJ,3349,179,10440.16,2024-09-10
INVI01472,PRD0494,Paris-CDG,2706,108,16185.42,2024-03-08
INVI01473,PRD0460,Singapore-Hub,4107,103,30534.99,2023-02-02
INVI01474,PRD0098,Frankfurt-Main,3250,81,36079.62,2024-12-29
INVI01475,PRD0398,Amsterdam-Port,879,173,18018.38,2023-01-16
INVI01476,PRD0175,Amsterdam-Port,2477,60,36607.26,2024-07-21
INVI01477,PRD0349,Dubai-Jebel Ali,1815,98,8004.23,2024-10-31
INVI01478,PRD0164,Frankfurt-Main,4195,54,4233.9,2024-02-17
INVI01479,PRD0144,Dubai-Jebel Ali,92,90,9996.24,2023-05-19
INVI01480,PRD0276,Paris-CDG,976,273,23887.72,2024-05-27
INVI01481,PRD0271,Zurich-Center,2993,294,7774.02,2023-04-23
INVI01482,PRD0182,Madrid-Central,1974,194,19371.29,2023-04-07
INVI01483,PRD0185,Singapore-Hub,2015,116,32368.6,2023-11-22
INVI01484,PRD0297,Frankfurt-Main,176,222,15115.65,2024-03-12
INVI01485,PRD0007,Dubai-Jebel Ali,3442,266,7350.33,2024-01-25
